Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,370.33,369.13,3.14,43.97,95.3,0.6667,0.7624,22,0,2,1,4,1,0,4,143.66,0.497,0.119,5.505,0.0,6,0.2727,0,0,3,2,1,0,1,1,0,535.818,0.0,65310.912,-0.58,17.769,6.5,2.398,3,0
Br.COc1ccc2c(c1)nc(SCC(=O)c1ccc(Br)s1)n2C,478.23,475.89,4.96,44.12,104.66,0.2,0.3845,23,0,6,5,3,3,0,8,160.69,0.497,0.183,12.17,0.0,14,0.6087,0,0,0,0,2,2,0,0,0,845.235,0.0,150476.789,-0.83,18.508,7.828,3.988,0,0
Br.C[N+](C)(C)CCCCCNCC12CC3CC(CC(C3)C1)C2.[Br-],454.34,452.14,1.25,12.03,100.55,1.0,0.4304,23,1,1,8,4,0,0,4,164.84,1.0,0.078,3.835,0.0,0,0.0,1,1,4,4,0,0,0,0,0,316.485,0.0,50500.761,0.88,21.922,9.003,6.272,0,0
Br.N=C1c2ccccc2CN1NC(=O)c1ccc(Cl)cc1,366.65,364.99,3.4,56.19,88.05,0.0667,0.8556,21,2,2,2,3,2,0,6,137.52,0.283,0.269,12.116,-0.251,12,0.5714,0,0,1,0,1,0,1,0,1,687.573,0.0,54666.201,-1.85,15.537,6.282,3.089,0,0
Br.N=c1n(CCN2CCOCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1,514.25,512.04,4.02,63.25,124.16,0.3333,0.5061,30,1,6,6,4,3,0,9,194.77,0.379,0.203,12.851,-0.113,15,0.5,0,0,1,1,2,1,1,1,0,1106.07,0.0,5336621.115,-1.64,23.032,10.112,4.811,0,0
Br.NCCC1([N+](=O)[O-])CCNCC1,254.13,253.04,0.31,81.19,55.82,1.0,0.5607,13,2,4,3,1,0,0,6,87.98,0.33,0.225,10.788,-0.736,0,0.0,1,1,1,1,1,0,1,1,0,165.611,0.0,519.626,-0.2,12.8,5.513,2.891,0,0
Br/C(=N\Nc1nn[nH]n1)c1ccncc1,268.08,266.99,0.76,91.74,57.5,0.0,0.6331,15,2,6,3,2,2,0,8,93.13,0.283,0.265,4.007,0.306,11,0.7333,0,0,0,0,2,2,0,0,0,437.627,2.082,5171.427,-1.83,9.715,4.599,2.561,0,0
BrC(c1cccc2ccccc12)c1cccc2ccccc12,347.26,346.04,6.48,0.0,98.67,0.0476,0.3642,22,0,0,2,4,4,0,1,138.08,0.079,0.066,3.936,0.185,20,0.9091,0,0,0,0,0,0,0,0,0,865.97,1.945,217424.073,-2.12,13.537,5.583,2.222,0,0
Brc1c(NC2=NCCN2)ccc2nccnc12,292.14,291.01,1.76,62.2,71.17,0.1818,0.8405,17,2,5,1,3,2,0,6,106.5,0.354,0.195,4.306,0.8,10,0.5882,0,0,1,0,2,1,1,0,0,595.432,2.02,17015.51,-1.69,10.463,4.29,1.954,0,0
Brc1cc2c(cc1/C=N/Nc1nc(N3CCCC3)nc(N3CCOCC3)n1)OCO2,476.34,475.1,2.25,97.23,115.79,0.4737,0.5149,30,1,10,5,5,2,0,11,181.92,0.454,0.25,5.452,0.231,12,0.4,0,0,3,2,4,1,3,2,0,945.966,1.374,17490832.366,-2.66,19.312,8.603,4.123,0,0
Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1,385.33,384.03,5.57,16.13,101.26,0.2105,0.5863,23,0,3,3,4,3,0,4,148.49,0.347,0.185,4.849,0.622,17,0.7391,0,0,1,1,2,1,1,1,0,782.644,1.505,461942.167,-1.65,14.912,6.458,3.19,1,1
Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1,371.3,370.01,5.14,16.13,96.45,0.1667,0.6205,22,0,3,2,4,3,0,4,142.12,0.343,0.186,4.836,0.962,17,0.7727,0,0,1,0,2,1,1,0,0,794.857,1.586,254309.916,-1.65,13.975,5.858,2.686,0,0
Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,380.04,377.9,4.93,38.92,80.57,0.0,0.6332,19,0,3,2,3,3,0,5,126.48,0.416,0.248,5.692,0.513,17,0.8947,0,0,0,0,1,1,0,0,0,707.475,1.972,39539.259,-1.46,12.568,5.266,2.768,0,0
Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,413.34,412.04,4.52,41.91,107.94,0.2105,0.6317,25,0,5,3,4,3,0,6,159.38,0.353,0.183,4.9,0.667,18,0.72,0,0,1,1,2,1,1,1,0,849.058,1.8,964593.22,-1.92,16.543,7.537,3.696,0,0
Brc1ccc(/C=C/C=N/Nc2nc3ccccc3s2)cc1,358.26,356.99,5.17,37.28,94.91,0.0,0.5161,21,1,4,4,3,3,0,5,134.72,0.253,0.204,4.443,0.796,15,0.7143,0,0,0,0,1,1,0,0,0,757.647,1.6,111200.675,-1.98,13.978,6.649,3.771,0,0
Brc1ccc(CSc2nccn2-c2ccccc2)cc1,345.26,344.0,4.93,17.82,87.27,0.0625,0.6244,20,0,3,4,3,3,0,4,130.54,0.295,0.172,4.442,0.914,17,0.85,0,0,0,0,1,1,0,0,0,677.211,1.758,75064.412,-1.52,13.462,6.287,3.137,0,0
Brc1ccc(N=C/C=C/C=C/Nc2ccc(Br)cc2)cc1.Cl,442.58,439.93,6.52,24.39,105.59,0.0,0.4138,22,1,2,5,2,2,0,5,153.27,0.362,0.063,4.321,0.0,12,0.5455,0,0,0,0,0,0,0,0,0,647.364,0.0,65840.007,-1.36,18.688,10.38,7.071,0,0
Brc1ccc([C@H]2CN3CCSC3=N2)cc1,283.19,281.98,2.91,15.6,68.35,0.3636,0.7872,15,0,3,1,3,1,0,4,101.89,0.348,0.16,4.74,0.348,6,0.4,0,0,2,1,2,0,2,1,0,401.554,1.848,6000.283,-0.48,9.725,3.831,1.806,1,0
C#CCCCC(=O)Nc1ccccc1,187.24,187.1,2.43,29.1,57.76,0.25,0.5689,14,1,1,4,1,1,0,2,84.33,0.326,0.224,11.308,0.02,6,0.4286,0,0,0,0,0,0,0,0,1,323.925,2.316,1641.966,-1.75,10.332,5.821,3.771,0,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@@H]12,390.48,390.22,1.32,99.43,102.88,0.7619,0.3265,28,2,6,4,3,0,0,7,165.65,0.396,0.233,13.165,-1.06,0,0.0,0,0,3,3,1,0,1,1,2,704.565,1.852,1453349.933,-1.91,20.815,7.842,3.557,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@@H]12,416.52,416.23,1.86,99.43,110.0,0.7826,0.3084,30,2,6,5,4,0,0,7,177.38,0.396,0.233,13.418,-1.036,0,0.0,0,0,4,4,1,0,1,1,2,738.366,1.546,8110451.043,-1.91,21.327,9.07,3.76,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CC)C(=O)[C@H]3CC[C@@H]12,362.43,362.18,0.55,99.43,93.67,0.7368,0.3219,26,2,6,5,3,0,0,7,152.92,0.396,0.233,12.75,-1.04,0,0.0,0,0,3,3,1,0,1,1,2,640.331,1.813,809148.159,-1.91,18.868,7.766,3.123,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CCC(=O)OCC)C(=O)[C@H]3CC[C@@H]12,434.49,434.21,0.48,125.73,109.25,0.7273,0.1871,31,2,8,8,3,0,0,9,181.29,0.466,0.307,13.137,-1.139,0,0.0,0,0,3,3,1,0,1,1,2,774.311,1.75,8238586.123,-2.44,23.228,10.246,4.751,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@@H]12,418.49,418.21,0.7,108.66,106.97,0.7727,0.2846,30,2,7,6,4,0,0,8,176.13,0.396,0.233,13.251,-1.067,0,0.0,0,0,4,4,2,0,2,2,2,740.4,1.515,9122883.027,-1.95,21.288,9.045,3.863,7,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@@H]12,438.52,438.22,2.29,99.43,117.99,0.56,0.3073,32,2,6,6,4,1,0,7,187.98,0.396,0.234,13.533,-1.086,6,0.1875,0,0,3,3,1,0,1,1,2,924.01,1.581,19913053.307,-2.69,22.502,9.434,3.935,7,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@@H]12,502.57,502.21,3.52,108.66,136.73,0.4138,0.2596,37,2,7,7,5,2,0,8,215.42,0.457,0.238,13.748,-1.136,12,0.3243,0,0,3,3,1,0,1,1,2,1222.403,1.386,305756714.873,-3.67,24.999,10.751,4.847,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C(C)(C)C)C(=O)[C@H]12,390.48,390.22,1.32,99.43,102.88,0.7619,0.3265,28,2,6,4,3,0,0,7,165.65,0.396,0.233,13.165,-1.06,0,0.0,0,0,3,3,1,0,1,1,2,704.565,1.852,1453349.933,-1.91,20.815,7.842,3.557,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C3CCCCC3)C(=O)[C@H]12,416.52,416.23,1.86,99.43,110.0,0.7826,0.3084,30,2,6,5,4,0,0,7,177.38,0.396,0.233,13.418,-1.036,0,0.0,0,0,4,4,1,0,1,1,2,738.366,1.546,8110451.043,-1.91,21.327,9.07,3.76,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(CC)C(=O)[C@H]12,362.43,362.18,0.55,99.43,93.67,0.7368,0.3219,26,2,6,5,3,0,0,7,152.92,0.396,0.233,12.75,-1.04,0,0.0,0,0,3,3,1,0,1,1,2,640.331,1.813,809148.159,-1.91,18.868,7.766,3.123,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(CCC(=O)OCC)C(=O)[C@H]12,434.49,434.21,0.48,125.73,109.25,0.7273,0.1871,31,2,8,8,3,0,0,9,181.29,0.466,0.307,13.137,-1.139,0,0.0,0,0,3,3,1,0,1,1,2,774.311,1.75,8238586.123,-2.44,23.228,10.246,4.751,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C[C@@H]3CCCO3)C(=O)[C@H]12,418.49,418.21,0.7,108.66,106.97,0.7727,0.2846,30,2,7,6,4,0,0,8,176.13,0.396,0.233,13.251,-1.067,0,0.0,0,0,4,4,2,0,2,2,2,740.4,1.515,9122883.027,-1.95,21.288,9.045,3.863,7,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@H]12,468.51,468.19,1.45,117.89,119.4,0.56,0.2808,34,2,8,6,5,1,0,9,197.2,0.454,0.233,13.501,-1.111,6,0.1765,0,0,4,3,2,0,2,1,2,1048.19,1.353,78677579.604,-3.09,22.69,9.277,3.908,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N([C@@H](C)c3ccccc3)C(=O)[C@H]12,438.52,438.22,2.29,99.43,117.99,0.56,0.3073,32,2,6,6,4,1,0,7,187.98,0.396,0.234,13.533,-1.086,6,0.1875,0,0,3,3,1,0,1,1,2,924.01,1.581,19913053.307,-2.69,22.502,9.434,3.935,7,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(c3cccc(Oc4ccccc4)c3)C(=O)[C@H]12,502.57,502.21,3.52,108.66,136.73,0.4138,0.2596,37,2,7,7,5,2,0,8,215.42,0.457,0.238,13.748,-1.136,12,0.3243,0,0,3,3,1,0,1,1,2,1222.403,1.386,305756714.873,-3.67,24.999,10.751,4.847,6,0
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@H]1C(=O)N(c3ccc(F)cc3F)C(=O)[C@H]21,446.45,446.17,2.01,99.43,110.13,0.5217,0.3121,32,2,6,5,4,1,0,9,183.58,0.396,0.238,14.365,-1.247,6,0.1875,0,0,3,3,1,0,1,1,2,991.089,1.62,16399212.872,-2.83,22.367,8.962,3.779,6,0
C#CCCCO/N=C1\[C@@H]2CCn3c(=O)n(-c4ccccc4)c(=O)n3[C@H]2[C@H](O)[C@H]2O[C@H]12,410.43,410.16,0.29,103.28,107.55,0.4762,0.3303,30,1,9,5,5,2,0,9,171.66,0.396,0.352,13.258,-0.907,11,0.3667,0,0,3,2,3,1,2,1,0,1138.872,1.526,15478718.728,-3.09,18.908,7.306,2.832,5,0
C#CCCCO/N=C1\[C@@H]2CCn3c(=O)n(C)c(=O)n3[C@H]2[C@H](O)[C@H]2O[C@H]12,348.36,348.14,-1.16,103.28,87.2,0.6875,0.3199,25,1,9,4,4,1,0,9,142.96,0.396,0.347,12.457,-0.86,5,0.2,0,0,3,2,3,1,2,1,0,872.557,1.658,949484.257,-2.31,16.174,5.894,2.36,5,0
C#CCCCO/N=C1\[C@@H]2CCn3c(=O)n([C@@H](CC)c4ccccc4)c(=O)n3[C@H]2[C@H](O)[C@H]2O[C@H]12,452.51,452.21,1.3,103.28,121.09,0.5417,0.2952,33,1,9,7,5,2,0,9,190.75,0.396,0.348,13.631,-0.906,11,0.3333,0,0,3,2,3,1,2,1,0,1204.168,1.522,63657046.312,-3.09,21.74,8.689,3.539,6,0
C#CCN(C)[C@H](C)Cc1ccccc1,187.29,187.14,2.18,3.24,61.07,0.3846,0.653,14,0,1,4,1,1,0,1,86.75,0.292,0.06,5.269,0.494,6,0.4286,0,0,0,0,0,0,0,0,0,296.762,2.492,1518.172,-1.26,10.818,5.466,3.238,1,0
C#CCN1C(C)=C(C(=O)CCO)[C@@H](c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C,398.42,398.15,2.37,98.05,102.71,0.3333,0.4343,29,1,8,7,3,2,0,8,167.4,0.466,0.336,13.006,-0.685,9,0.3103,0,0,1,0,2,1,1,0,0,1017.589,2.247,5110669.678,-3.44,20.298,8.287,3.773,1,0
C#CCN1C(C)=C(C(=O)OC)[C@@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,398.42,398.15,2.91,98.98,105.43,0.3333,0.3144,29,0,7,6,2,1,0,8,168.48,0.466,0.336,12.857,-0.893,6,0.2069,1,1,1,0,1,0,1,0,0,954.163,2.827,1939708.04,-3.6,21.697,9.061,4.137,1,0
C#CCN[C@@H](C)Cc1ccccc1,173.26,173.12,1.84,12.03,56.44,0.3333,0.685,13,1,1,4,1,1,0,1,80.17,0.303,0.058,5.158,0.443,6,0.4615,0,0,0,0,0,0,0,0,0,270.926,2.372,1003.416,-1.26,9.825,5.397,3.776,1,0
C#CCOC(=O)C1=CCCN(C)C1,179.22,179.09,0.42,29.54,49.99,0.5,0.4544,13,0,3,2,1,0,0,3,78.36,0.449,0.335,11.29,-0.287,0,0.0,0,0,1,0,1,0,1,0,0,262.589,2.47,896.503,-1.27,9.815,4.682,2.922,0,0
C#CCOC(=O)C1=CCCN(C)C1.Cc1ccc(S(=O)(=O)O)cc1,351.42,351.11,1.67,83.91,90.98,0.3529,0.5066,24,1,5,3,2,1,0,7,142.42,0.449,0.335,11.29,-4.02,6,0.25,0,0,1,0,1,0,1,0,0,729.24,0.0,131188.219,-2.14,19.906,9.228,6.959,0,0
C#CCOC(=O)Nc1ccc(=O)n(Cc2c(Cl)cccc2Cl)c1,351.19,350.02,3.39,60.33,90.07,0.125,0.8594,23,1,4,4,2,2,0,7,142.34,0.436,0.412,11.963,-0.705,12,0.5217,0,0,0,0,1,1,0,0,1,804.556,2.229,129002.04,-2.42,16.942,7.725,4.522,0,0
C#CCOC(=O)[C@H](N)CC(N)=O,170.17,170.07,-1.63,95.41,41.58,0.4286,0.3907,12,2,4,4,0,0,0,5,70.04,0.451,0.324,10.787,-1.018,0,0.0,0,0,0,0,0,0,0,0,1,219.182,3.781,323.351,-1.54,10.46,5.155,4.303,1,0
C#CCOCCCC(=O)O,142.15,142.06,0.5,46.53,36.52,0.5714,0.4488,10,1,2,5,0,0,0,3,60.0,0.481,0.303,9.936,-0.802,0,0.0,0,0,0,0,0,0,0,0,0,134.277,2.924,142.195,-1.01,8.99,6.115,6.99,0,0
C#CCSc1n[nH]c(-c2ccco2)n1,205.24,205.03,1.79,54.71,53.64,0.1111,0.6128,14,1,4,3,2,2,0,5,85.12,0.461,0.209,5.154,0.565,10,0.7143,0,0,0,0,2,2,0,0,0,440.823,2.149,3303.712,-1.67,8.908,4.026,1.803,0,0
C#CCSc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,324.84,324.05,4.6,25.78,93.35,0.1111,0.3983,22,0,3,4,3,3,0,4,138.49,0.232,0.134,5.922,0.599,16,0.7273,0,0,0,0,1,1,0,0,0,837.825,1.985,140348.099,-2.02,14.898,6.827,3.412,0,0
C#CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,357.39,357.03,3.17,48.53,83.15,0.3077,0.5336,23,0,7,3,3,3,0,10,137.05,0.435,0.304,13.039,-4.494,13,0.5652,0,0,0,0,3,3,0,0,0,912.701,2.085,176377.168,-1.99,15.889,5.577,2.702,0,0
C#CCSc1nnc(-c2sc(-c3ccccc3)nc2C)n1C,326.45,326.07,3.64,43.6,91.84,0.1875,0.5422,22,0,6,4,3,3,0,6,137.18,0.304,0.192,5.3,0.586,16,0.7273,0,0,0,0,2,2,0,0,0,827.701,1.981,173692.017,-2.1,14.821,6.342,2.778,0,0
C#CCSc1nnc(-c2sc3ccccc3c2Cl)o1,306.8,305.97,4.33,38.92,79.68,0.0769,0.5331,19,0,5,3,3,3,0,6,122.53,0.41,0.277,6.349,0.436,14,0.7368,0,0,0,0,2,2,0,0,0,772.385,2.02,43654.241,-1.48,12.549,5.254,2.347,0,0
C#CCSc1nncn1C(=O)/C=C/c1ccccc1,269.33,269.06,2.36,47.78,75.68,0.0714,0.4855,19,0,5,4,2,2,0,5,115.1,0.269,0.258,11.994,-0.201,11,0.5789,0,0,0,0,1,1,0,0,0,625.641,2.104,33712.72,-2.32,13.12,6.569,3.567,0,0
C#CC[N+](CC)(CC)CC#Cc1cccc(Cl)c1.[Br-],340.69,339.04,0.19,0.0,78.24,0.375,0.542,19,0,0,4,1,1,0,3,131.87,1.0,0.142,5.92,0.0,6,0.3158,1,1,0,0,0,0,0,0,0,489.451,0.0,9973.425,-0.93,18.07,9.05,5.704,0,0
C#CCn1c(=O)c2c(ncn2C)n(C)c1=O,218.22,218.08,-0.93,61.82,59.05,0.3,0.5807,16,0,6,1,2,2,0,6,90.76,0.333,0.328,11.967,-0.45,9,0.5625,0,0,0,0,2,2,0,0,0,711.21,3.052,5166.929,-2.29,10.235,3.379,1.182,0,0
C#CCn1c(S(=O)(=O)Cc2ccc(OC)cc2)nc(-c2ccccc2)c1-c1ccccc1,442.54,442.14,4.83,61.19,125.82,0.1154,0.3847,32,0,5,7,4,4,0,6,187.8,0.497,0.229,13.497,-3.788,23,0.7188,0,0,0,0,1,1,0,0,0,1352.602,1.895,24231530.243,-3.82,21.414,9.126,4.293,0,0
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@]21C,298.43,298.19,3.64,37.3,85.95,0.75,0.5475,22,1,2,0,4,0,0,2,132.92,0.377,0.137,11.746,-0.903,0,0.0,0,0,4,2,0,0,0,0,0,595.319,1.671,148000.491,-1.07,14.518,4.712,1.752,5,0
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21C,298.43,298.19,3.49,37.3,85.88,0.75,0.6951,22,1,2,0,4,0,0,2,132.92,0.377,0.155,11.704,-0.902,0,0.0,0,0,4,3,0,0,0,0,0,583.005,1.652,148000.491,-1.07,14.518,4.712,1.752,6,0
C#C[C@H](N)CCC(=O)O,127.14,127.06,-0.19,63.32,33.68,0.5,0.5164,9,2,2,3,0,0,0,3,53.86,0.481,0.303,9.896,-0.86,0,0.0,0,0,0,0,0,0,0,0,0,136.484,3.302,78.513,-1.01,7.99,3.929,4.851,1,0
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,284.44,284.21,4.31,20.23,85.49,0.8,0.5188,21,1,1,0,4,0,0,1,128.75,0.377,0.13,10.93,-0.842,0,0.0,0,0,4,3,0,0,0,0,0,512.422,1.656,105497.871,-0.74,13.891,4.626,1.75,6,0
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,337.46,337.2,4.22,46.26,96.35,0.6818,0.721,25,1,3,0,5,1,0,3,149.41,0.377,0.162,11.076,-0.909,5,0.2,0,0,4,3,1,1,0,0,0,801.194,1.532,860454.815,-1.53,15.704,4.796,1.793,6,0
C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@]21C,337.46,337.2,4.22,46.26,96.35,0.6818,0.721,25,1,3,0,5,1,0,3,149.41,0.377,0.162,11.076,-0.909,5,0.2,0,0,4,3,1,1,0,0,0,801.194,1.532,860454.815,-1.53,15.704,4.796,1.793,6,0
C(#CCN1CCCC1)CN1CCCC1,192.31,192.16,1.18,6.48,59.12,0.8333,0.6062,14,0,2,2,2,0,0,2,87.26,0.292,0.06,3.288,0.994,0,0.0,0,0,2,2,2,0,2,2,0,192.212,1.608,3571.926,-0.52,10.013,5.383,3.006,0,0
C(/C=C\c1ccccc1)=Nc1ccc2c(c1)Cc1ccccc1-2,295.38,295.14,5.67,12.36,98.31,0.0455,0.4315,23,0,1,3,4,3,0,1,136.21,0.257,0.063,4.55,1.009,18,0.7826,0,0,1,0,0,0,0,0,0,888.856,1.525,429939.48,-2.93,13.714,6.054,2.861,0,0
C(=C/c1nnc(-c2cccs2)o1)\c1ccccc1,254.31,254.05,3.97,38.92,72.98,0.0,0.7096,18,0,4,3,3,3,0,4,108.43,0.416,0.258,5.551,0.516,16,0.8889,0,0,0,0,2,2,0,0,0,641.511,1.804,34074.983,-2.2,10.923,4.976,2.383,0,0
C(=C1\CCCC2=C1Nc1ncnn1C2c1ccccc1)\c1ccccc1,340.43,340.17,4.81,42.74,103.52,0.1818,0.7275,26,1,4,2,5,3,0,4,152.45,0.324,0.226,4.504,0.115,17,0.6538,0,0,2,0,2,1,1,0,0,983.251,1.655,2589553.561,-3.14,15.141,6.299,2.545,1,1
