Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O,238.29,238.13,1.35,75.27,63.0,0.5833,0.5605,17,2,3,5,1,0,0,5,100.64,0.328,0.277,12.003,-1.203,0,0.0,0,0,1,1,1,0,1,1,4,342.762,3.114,4566.538,-1.65,13.415,5.12,2.227,1,0
C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,265.35,265.17,1.99,50.72,76.77,0.4667,0.6705,19,2,4,9,1,1,0,4,114.6,0.487,0.161,9.782,-0.546,6,0.3158,0,0,0,0,0,0,0,0,0,379.408,2.449,16163.435,-1.52,15.537,8.559,6.268,1,0
C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@@H]2O[C@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,804.03,803.48,4.64,178.36,212.59,0.7727,0.185,57,3,12,7,4,0,0,13,338.7,0.456,0.329,14.305,-2.51,0,0.0,0,0,4,3,3,0,3,2,1,1478.296,1.778,1192347300534.843,-2.78,46.904,20.955,11.287,14,0
C=CCc1ccccc1OC[C@@H](O)CNC(C)C,249.35,249.17,2.15,41.49,74.98,0.4667,0.6937,18,2,3,8,1,1,0,3,109.48,0.491,0.122,9.773,-0.496,6,0.3333,0,0,0,0,0,0,0,0,0,363.266,2.444,9693.952,-1.32,14.74,7.901,5.341,1,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,324.42,324.18,3.17,45.59,95.03,0.45,0.8776,24,1,4,4,5,2,0,4,142.31,0.497,0.119,11.152,-0.504,10,0.4167,0,0,3,3,4,1,3,3,0,760.387,1.687,512499.659,-1.91,15.608,6.188,2.502,5,1
C=Cc1ccccc1,104.15,104.06,2.33,0.0,36.53,0.0,0.5126,8,0,0,1,1,1,0,0,49.47,0.098,0.026,3.631,1.174,6,0.75,0,0,0,0,0,0,0,0,0,162.653,2.991,91.368,-1.04,5.104,2.314,0.969,0,0
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,429.6,429.27,5.41,40.54,129.43,0.5517,0.6395,32,1,3,2,5,1,0,3,192.14,0.378,0.156,12.17,-0.914,6,0.1875,0,0,4,2,0,0,0,0,0,1066.614,1.669,20203271.62,-2.31,21.531,7.631,3.106,5,0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.31,278.14,0.19,78.89,74.75,0.5385,0.7315,20,0,7,5,2,2,0,7,115.02,0.332,0.328,12.333,-0.371,9,0.45,0,0,0,0,2,2,0,0,0,766.24,2.382,31844.73,-2.18,14.234,5.439,2.429,0,0
CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,353.33,353.09,3.52,110.65,94.39,0.1579,0.4267,26,1,6,5,3,3,0,7,147.21,0.507,0.343,12.479,-0.769,16,0.6154,1,1,0,0,1,1,0,0,0,1051.808,2.199,656833.421,-3.48,17.347,6.794,3.188,1,0
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,308.33,308.1,3.61,67.51,87.73,0.1579,0.7476,23,1,4,4,3,3,0,4,132.55,0.507,0.343,12.412,-0.615,16,0.6957,0,0,0,0,1,1,0,0,0,909.551,2.258,187785.023,-2.88,15.033,6.085,2.879,1,0
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,530.15,4.21,69.06,137.6,0.3846,0.4554,36,0,7,7,5,3,0,10,219.82,0.491,0.219,11.553,-1.081,17,0.4722,0,0,2,2,3,1,2,2,1,1183.165,1.218,217868883.417,-2.78,24.894,10.682,5.466,2,0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,337.35,337.14,1.12,71.11,85.73,0.5,0.8916,24,1,5,4,3,1,0,8,138.85,0.442,0.414,14.448,-0.538,6,0.25,0,0,2,2,2,0,2,2,2,633.749,1.692,354672.958,-2.35,16.506,7.042,3.587,1,0
CC(=O)Nc1ccc(O)cc1,151.16,151.06,1.35,49.33,42.41,0.125,0.595,11,2,2,1,1,1,0,3,64.67,0.508,0.221,10.524,-0.115,6,0.5455,0,0,0,0,0,0,0,0,1,253.299,2.736,285.511,-1.51,7.595,3.053,2.292,0,0
CC(=O)Nc1ccccc1,135.17,135.07,1.64,29.1,40.75,0.125,0.6228,10,1,1,1,1,1,0,2,59.87,0.326,0.221,10.502,-0.036,6,0.6,0,0,0,0,0,0,0,0,1,217.959,2.674,195.625,-1.31,6.805,3.012,1.895,0,0
CC(=O)Nc1nnc(S(N)(=O)=O)s1,222.25,221.99,-0.86,115.04,45.59,0.25,0.6319,13,2,6,2,1,1,0,9,78.02,0.301,0.267,10.705,-3.824,5,0.3846,0,0,0,0,1,1,0,0,1,422.352,2.939,682.127,-1.06,10.024,3.358,2.717,0,0
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,853.92,853.33,3.74,221.29,217.69,0.4468,0.1298,62,4,14,10,7,3,0,15,357.89,0.456,0.338,15.484,-2.391,18,0.2903,0,0,4,3,1,0,1,1,1,2280.346,1.387,19536342594936.66,-5.74,44.32,16.513,7.294,11,0
CC(=O)Oc1ccccc1C(=O)O,180.16,180.04,1.31,63.6,44.71,0.1111,0.5501,13,1,3,2,1,1,0,4,74.76,0.478,0.339,10.612,-1.114,6,0.4615,0,0,0,0,0,0,0,0,0,343.223,3.044,729.681,-1.84,9.25,3.709,2.297,0,0
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,416.58,416.2,4.85,60.44,112.21,0.7917,0.5718,29,0,5,1,5,0,0,5,177.14,0.458,0.306,12.185,-0.287,0,0.0,0,0,5,4,1,0,1,1,0,817.698,1.557,4382705.738,-1.1,19.839,6.448,2.679,7,0
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,374.91,374.16,4.04,54.37,99.41,0.7273,0.7532,26,1,3,1,5,0,0,4,159.42,0.382,0.161,12.3,-1.204,0,0.0,0,0,5,3,0,0,0,0,0,797.209,1.616,1218911.467,-0.93,17.188,4.912,1.753,8,0
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,344.5,344.24,4.08,54.37,96.89,0.8182,0.7795,25,1,3,1,4,0,0,3,150.81,0.382,0.161,12.283,-1.134,0,0.0,0,0,4,3,0,0,0,0,0,664.183,1.734,424524.12,-0.96,17.454,5.28,2.079,7,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,316.49,316.24,4.52,37.3,91.88,0.8571,0.7224,23,1,2,1,4,0,0,2,140.28,0.393,0.133,12.154,-0.117,0,0.0,0,0,4,3,0,0,0,0,0,550.045,1.662,209150.769,-0.63,15.872,5.181,2.129,7,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,314.47,314.22,4.72,34.14,90.88,0.8095,0.7013,23,0,2,1,4,0,0,2,139.65,0.3,0.155,12.147,0.245,0,0.0,0,0,4,3,0,0,0,0,0,588.649,1.67,209150.769,-0.92,15.599,5.037,2.057,6,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,332.53,332.27,4.99,37.3,96.52,0.9545,0.7346,24,1,2,1,4,0,0,2,147.34,0.39,0.133,12.201,-0.437,0,0.0,0,0,4,4,0,0,0,0,0,538.088,1.61,271131.332,-0.37,17.064,5.315,2.274,8,0
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,293.37,293.16,2.93,78.29,82.84,0.4118,0.8679,22,0,5,4,2,2,0,5,130.39,0.249,0.137,9.403,-0.612,11,0.5,0,0,0,0,1,1,0,0,0,698.092,2.548,84222.037,-2.66,15.724,5.614,3.15,0,0
CC(C)(C(=O)O)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,501.67,501.29,5.51,81.0,146.34,0.4062,0.3413,37,3,4,10,4,3,0,5,219.95,0.481,0.313,12.056,-1.008,18,0.4865,0,0,1,1,1,0,1,1,0,1096.925,1.311,195844207.087,-2.99,27.056,11.595,5.955,1,0
CC(C)(C(=O)c1cccnc1)c1cccnc1,226.28,226.11,2.64,42.85,65.83,0.2143,0.7555,17,0,3,3,2,2,0,3,100.55,0.293,0.174,12.399,-0.586,12,0.7059,0,0,0,0,2,2,0,0,0,506.26,2.372,8781.076,-2.03,11.455,4.454,2.228,0,0
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,293.45,293.21,4.87,3.24,94.22,0.4286,0.7635,22,0,1,2,3,2,0,1,134.53,0.298,0.023,2.622,0.171,12,0.5455,0,0,1,1,1,0,1,1,0,545.309,1.972,119410.269,-1.6,15.302,5.888,2.826,0,0
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,613.8,613.36,2.87,118.03,174.07,0.4722,0.2628,45,4,7,11,5,3,0,9,266.22,0.392,0.239,13.81,-0.833,18,0.4,0,0,2,1,2,1,1,1,2,1413.702,1.285,9690025118.396,-3.63,32.754,14.643,8.977,5,0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.86,670.38,3.09,166.75,188.21,0.5,0.1975,49,5,7,12,5,3,0,11,287.96,0.39,0.27,13.829,-1.299,16,0.3265,0,0,2,2,2,1,1,1,4,1625.602,1.353,48770043313.12,-4.35,35.944,15.907,9.856,6,0
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,372.55,372.28,3.81,58.2,106.84,0.8261,0.7351,27,2,2,1,4,0,0,4,163.48,0.351,0.243,13.038,-0.167,0,0.0,0,0,4,3,1,0,1,0,2,678.356,1.58,1006218.93,-1.32,19.016,6.087,2.943,7,0
CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,239.31,239.15,1.31,72.72,66.75,0.5385,0.639,17,4,4,4,1,1,0,4,101.92,0.508,0.121,9.969,-0.653,6,0.3529,0,0,0,0,0,0,0,0,0,371.418,2.72,4163.247,-1.1,13.963,5.49,4.341,1,0
CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,292.38,292.18,1.7,70.59,82.65,0.5625,0.7723,21,3,4,5,2,1,0,5,125.24,0.49,0.224,11.382,-0.571,6,0.2857,0,0,1,0,1,0,1,0,1,508.734,1.918,39888.816,-1.59,15.792,6.452,4.72,1,0
CC(C)(C)NC[C@H](O)COc1ccccc1C#N,248.33,248.15,1.69,65.28,70.41,0.5,0.8319,18,2,4,5,1,1,0,4,108.2,0.489,0.137,9.767,-0.601,6,0.3333,0,0,0,0,0,0,0,0,0,418.538,2.432,7715.685,-1.57,14.491,6.386,5.173,1,0
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,291.44,291.22,3.47,41.49,86.91,0.6667,0.843,21,2,3,6,2,1,0,3,128.26,0.491,0.122,10.043,-0.485,6,0.2857,0,0,1,1,0,0,0,0,0,433.09,1.877,61099.257,-1.06,16.313,7.278,5.328,1,0
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,316.43,316.16,0.5,79.74,82.2,0.8462,0.791,21,2,8,6,2,1,0,8,129.13,0.472,0.27,9.947,-0.58,5,0.2381,0,0,1,1,2,1,1,1,0,429.296,1.816,59622.467,-0.96,16.411,7.348,5.385,1,0
CC(C)(C)[C@@H](O)/C=C\c1ccc2c(c1)OCO2,234.29,234.13,2.84,38.69,67.06,0.4286,0.8548,17,1,3,2,2,1,0,3,101.68,0.454,0.231,9.898,-0.465,6,0.3529,0,0,1,0,1,0,1,0,0,429.584,2.116,8046.909,-1.48,11.99,4.414,2.798,1,0
CC(C)(C)c1cc(C[C@H]2SCNC2=O)cc(C(C)(C)C)c1O,321.49,321.18,3.72,49.33,93.6,0.6111,0.8726,22,2,3,2,2,1,0,4,137.43,0.507,0.234,11.828,-0.134,6,0.2727,0,0,1,1,1,0,1,1,1,546.726,2.48,51283.315,-1.16,17.198,5.802,3.595,1,0
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,469.67,469.3,7.22,29.54,143.98,0.4062,0.3099,35,0,3,9,4,3,0,3,210.68,0.365,0.162,12.652,-0.031,18,0.5143,0,0,1,1,1,0,1,1,0,1006.727,1.237,83447955.249,-2.75,25.346,11.789,7.127,0,0
CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.69,471.31,6.45,43.7,144.38,0.4375,0.3969,35,2,3,8,4,3,0,3,211.0,0.388,0.117,12.058,-0.968,18,0.5143,0,0,1,1,1,0,1,1,0,992.931,1.317,75685458.593,-2.46,25.627,11.074,6.033,1,0
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C\c2ccc3ccc(Cl)cc3n2)c1,586.2,585.21,8.95,70.42,171.25,0.3143,0.1736,41,2,4,12,5,4,0,6,251.04,0.481,0.303,11.482,-0.911,22,0.5366,0,0,1,1,1,1,0,0,0,1571.49,1.371,1930319205.044,-3.12,29.375,12.399,7.793,1,0
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,361.83,361.11,3.55,75.63,96.27,0.2632,0.7903,25,2,3,7,2,2,0,6,151.13,0.478,0.347,11.991,-1.284,12,0.48,0,0,0,0,0,0,0,0,1,739.024,1.842,287089.413,-2.53,18.804,8.031,5.499,0,0
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,214.65,214.04,2.58,46.53,53.79,0.3,0.8414,14,1,2,3,1,1,0,4,87.26,0.478,0.347,10.741,-1.228,6,0.4286,0,0,0,0,0,0,0,0,0,329.725,2.786,1007.833,-1.22,10.858,3.881,2.635,0,0
CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,289.16,288.03,3.59,46.53,70.58,0.4615,0.8615,18,1,2,4,2,1,0,5,115.66,0.478,0.347,10.936,-1.246,6,0.3333,0,0,1,1,0,0,0,0,0,465.63,2.072,11444.669,-0.93,13.5,4.319,2.728,1,0
CC(C)/N=C(N)\N=C(/N)Nc1ccc(Cl)cc1,253.74,253.11,1.79,88.79,73.46,0.2727,0.5545,17,3,1,2,1,1,0,6,105.58,0.369,0.218,5.761,0.085,6,0.3529,0,0,0,0,0,0,0,0,0,421.993,2.684,4520.29,-1.75,13.316,6.101,5.215,0,0
CC(C)/N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,473.41,472.12,7.49,42.21,138.14,0.1111,0.2749,33,1,4,4,5,3,0,6,202.06,0.354,0.09,6.173,0.13,26,0.7879,0,0,2,0,1,0,1,0,0,1469.64,1.803,37709572.449,-3.34,21.503,8.891,4.45,0,0
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,285.43,285.21,3.88,23.47,87.74,0.5789,0.8335,21,1,2,2,3,1,0,2,128.03,0.508,0.115,9.865,0.207,6,0.2857,0,0,2,1,1,0,1,1,0,572.929,1.957,53884.3,-1.28,14.649,5.17,2.398,3,0
CC(C)=O,58.08,58.04,0.6,17.07,16.36,0.6667,0.3982,4,0,1,0,0,0,0,1,25.63,0.3,0.126,9.444,0.167,0,0.0,0,0,0,0,0,0,0,0,0,26.265,2.803,3.245,-0.33,3.67,1.045,6.884,0,0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21,276.07,3.21,72.24,61.57,0.3636,0.6802,19,1,3,3,1,1,0,8,106.12,0.423,0.326,12.668,-4.86,6,0.3158,1,1,0,0,0,0,0,0,1,512.397,3.195,8776.553,-2.12,14.939,5.25,3.668,0,0
CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.43,317.2,3.26,66.4,90.0,0.5789,0.8461,23,2,2,6,2,1,0,4,137.84,0.48,0.326,12.405,-0.974,6,0.2609,0,0,1,1,0,0,0,0,1,518.676,1.899,136742.072,-1.84,17.513,8.136,5.085,1,0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,505.64,505.22,2.4,131.19,133.23,0.48,0.3997,35,3,7,11,3,2,0,10,206.82,0.444,0.407,13.396,-3.904,12,0.3429,0,0,1,1,1,0,1,1,1,1040.632,1.795,54709008.848,-2.66,26.936,12.346,7.927,3,0
CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,366.55,366.27,4.83,15.71,114.19,0.5,0.5989,27,0,3,10,3,2,0,3,164.5,0.379,0.064,6.088,0.44,12,0.4444,0,0,1,1,1,0,1,1,0,637.945,1.735,2169904.456,-1.84,19.909,10.483,6.369,1,0
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,384.25,384.2,0.36,124.44,105.01,0.3684,0.463,28,4,6,9,2,2,0,9,164.12,0.475,0.426,12.827,-1.695,12,0.4286,0,0,0,0,1,1,0,0,2,759.044,2.162,1408881.216,-2.775,21.524,10.531,6.75,2,0
CC(C)C[C@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,279.86,279.18,4.74,3.24,83.91,0.6471,0.7526,19,0,1,5,2,1,0,2,122.5,0.306,0.041,6.039,0.346,6,0.3158,0,0,1,1,0,0,0,0,0,403.775,2.315,12318.183,-0.53,14.87,5.847,2.978,1,0
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,654.61,653.22,3.19,118.21,164.16,0.5938,0.4563,43,3,6,5,7,2,0,11,259.45,0.349,0.281,14.433,-2.011,9,0.2093,0,0,5,3,5,1,4,3,3,1568.394,1.248,5183276335.822,-2.73,29.007,9.887,4.035,6,0
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,206.28,206.13,3.07,37.3,61.03,0.4615,0.8216,15,1,1,4,1,1,0,2,90.94,0.481,0.31,10.762,-0.772,6,0.4,0,0,0,0,0,0,0,0,0,324.894,2.759,1862.336,-1.31,11.763,4.964,3.388,1,0
