SMILES,covered_by_medex,fact_count
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,True,80
NNc1nncc2ccccc12,True,1422
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,False,0
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,True,888
Cc1cccc(C)c1OCC(C)N,True,494
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,True,3744
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,True,1205
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,True,1232
O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,False,0
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,True,85
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,True,380
NC(=O)N1c2ccccc2C=Cc2ccccc21,True,4349
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,True,6
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,True,634
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,True,485
NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,True,138
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,True,424
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,True,262
CCOc1ccc(NC(C)=O)cc1,True,1618
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,True,47
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,True,354
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,True,1
CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,True,64
O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,False,0
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,True,234
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,True,887
O=C1c2ccccc2C(=O)C1c1ccccc1,True,82
CN1CCN2c3ncccc3Cc3ccccc3C2C1,True,543
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,True,650
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,True,99
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,True,1050
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,True,1409
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,True,479
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,True,187
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,True,1385
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,True,5572
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,True,103
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,True,508
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,True,662
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,True,4
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,True,176
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,True,1285
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,False,0
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,True,21
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,False,0
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,True,395
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,True,1872
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,True,1473
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,True,245
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,True,429
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,True,1598
COC(=O)C(c1ccccc1)C1CCCCN1,True,1563
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,True,189
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-],False,0
C[C@H](N)[C@H](O)c1ccccc1,True,413
CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,True,9
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,True,1611
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,True,74
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,True,854
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,True,2902
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,True,652
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,True,222
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,True,1485
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,True,2853
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,False,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O,True,140
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,True,500
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,True,12583
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,True,1278
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,12943
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,True,476
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,False,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,True,667
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,True,1285
Cn1c(=O)c2[nH]cnc2n(C)c1=O,True,6471
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,True,442
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,True,310
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,True,514
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,False,0
COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,True,52
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,True,476
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,True,408
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,True,114
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,True,1100
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,True,13
NC12CC3CC(CC(C3)C1)C2,True,1301
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,True,1407
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,True,306
CN(C)CCN(Cc1cccs1)c1ccccn1,True,131
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,True,64
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,False,0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,True,4637
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,True,4
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,True,463
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,True,1089
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,True,383
CCOC(=O)n1ccn(C)c1=S,True,136
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,True,170
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,True,753
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,True,520
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,True,3559
CNCCCC1c2ccccc2C=Cc2ccccc21,True,165
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,True,1962
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,True,410
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,True,313
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,False,0
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,True,184
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,True,245
CN[C@@H](C)[C@@H](O)c1ccccc1,True,962
O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,False,0
CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,False,0
Nc1nc2ccc(OC(F)(F)F)cc2s1,True,640
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,True,1581
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,True,996
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,True,3373
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,True,673
CN1CCOC(c2ccccc2)c2ccccc2C1,True,264
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,True,190
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,True,649
O=C1NS(=O)(=O)c2ccccc21,True,1544
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,True,291
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,True,295
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,False,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,True,37
CNCCCC12CCC(c3ccccc31)c1ccccc12,True,480
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,True,1525
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,True,112
CC(=O)N[C@@H]1[C@@H](N=C(N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,False,0
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,True,792
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,True,194
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,False,0
C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,True,340
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,True,2144
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,True,51
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,True,7856
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,True,100
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,True,1006
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,True,10
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,True,300
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,True,66
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,True,976
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,True,2
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,False,0
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,True,631
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,True,415
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,True,181
CCCN[C@H]1CCc2nc(N)sc2C1,True,376
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,True,1526
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,True,60
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,True,787
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,True,92
CC(C)(S)[C@@H](N)C(=O)O,True,1458
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,False,0
C[C@@H]1O[C@@H]1P(=O)(O)O,True,1393
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,True,250
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],True,336
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,False,0
Oc1ncnc2[nH]ncc12,True,123
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,False,0
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,True,864
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,True,143
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,True,520
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,True,423
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,True,8311
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,True,72
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,True,336
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,True,613
C#CCN(C)[C@H](C)Cc1ccccc1,True,1518
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,True,327
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,True,189
CN(C)C(=N)NC(=N)N,True,96
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,False,0
CCCN(CCC)CCc1cccc2c1CC(=O)N2,True,221
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,True,480
NC(=O)OCC(COC(N)=O)c1ccccc1,True,466
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,True,642
CCO,True,68180
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,True,169
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,True,1056
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,True,1922
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,True,1965
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,True,1787
O=c1[nH]cc(F)c(=O)[nH]1,True,12108
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,True,272
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],True,20
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,True,13137
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,True,2829
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,False,0
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,True,1157
CN(C)CC(Oc1ccccc1)Oc1ccccc1,True,119
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,True,43
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,True,2887
CNCCC=C1c2ccccc2CCc2ccccc21,True,907
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,False,0
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,True,318
CN(C)C(=O)Oc1ccc[n+](C)c1,True,506
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,True,2760
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,True,75
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,True,4261
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,True,79
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,True,335
O=P1(NCCCl)OCCCN1CCCl,True,1772
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,True,742
CC1(C)S[C@@H]2[C@H](N=CN3CCCCCC3)C(=O)N2[C@H]1C(=O)O,True,24
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,True,2716
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,True,4756
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,True,299
