Drug,IUPAC_Name,MolecularFormula
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"(4R,4aS,7aS,12bS)-3-(cyclopropylmethyl)-7-methylidene-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,9-diol",C21H25NO3
C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,"(1R,9R,10R,11S)-17-(cyclobutylmethyl)-11-methyl-13-methylidene-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",C23H31NO
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO,"(8S,9R,10S,13S,14S,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-16-methylidene-7,8,11,12,14,15-hexahydro-6H-cyclopenta[a]phenanthren-3-one",C22H27FO5
C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1,,C17H26N2O
C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12,"7-chloro-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methylidene-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",C22H21ClN2O8
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,"(4S,4aR,5S,5aR,12aR)-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methylidene-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",C22H22N2O8
C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21,"N,N-dimethyl-3-(11-methylidene-6H-benzo[c][1]benzazepin-5-yl)propan-1-amine",C20H24N2
C=CC(N)CCC(=O)O,4-aminohex-5-enoic acid,C6H11NO2
C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O,"5-ethenyl-5-pentan-2-yl-1,3-diazinane-2,4,6-trione",C11H16N2O3
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C14H13N5O5S2
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,"(6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(carboxymethoxyimino)acetyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C16H15N5O7S2
C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12,4-[3-(3-ethenylpiperidin-4-yl)propyl]-6-methoxyquinoline,C20H26N2O
C=CC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CO)O1,"(4R,8S)-6-ethenyl-12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C24H29FO6
C=CCC(CC)(CC)C(N)=O,"2,2-diethylpent-4-enamide",C9H17NO
C=CCC(N)Cc1ccccc1,1-phenylpent-4-en-2-amine,C11H15N
C=CCC(N)c1ccccc1-c1noc2ccccc12,"1-[2-(1,2-benzoxazol-3-yl)phenyl]but-3-en-1-amine",C17H16N2O
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,"5-hex-3-yn-2-yl-1-methyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C14H18N2O3
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,"5-propan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C10H14N2O3
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,"5-butan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C11H16N2O3
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,"5-pentan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C12H18N2O3
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,"5-pentan-2-yl-5-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione",C12H18N2O2S
C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,"5-cyclohex-2-en-1-yl-5-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione",C13H16N2O2S
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,"5-(2-bromoprop-2-enyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C10H11BrN2O3
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C11H16N2O3
C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,"5-(2,2-dimethylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C12H18N2O3
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,"5-(2-hydroxypropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",C10H14N2O4
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,"5,5-bis(prop-2-enyl)-1,3-diazinane-2,4,6-trione",C10H12N2O3
C=CCN1C(=O)C(CC(C)C)NC1=S,5-(2-methylpropyl)-3-prop-2-enyl-2-sulfanylideneimidazolidin-4-one,C10H16N2OS
C=CCN1C(=O)OC(C)C1=O,"5-methyl-3-prop-2-enyl-1,3-oxazolidine-2,4-dione",C7H9NO3
C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2[C@](C)(O)CCC)C1C5,"19-[(2R)-2-hydroxypentan-2-yl]-15-methoxy-5-prop-2-enyl-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11,16-tetraen-11-ol",C27H35NO4
C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5,"(9-acetyloxy-3-prop-2-enyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl) acetate",C23H25NO5
C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,4-amino-2-methoxy-5-(methylsulfamoyl)-N-[(1-prop-2-enylpyrrolidin-2-yl)methyl]benzamide,C17H26N4O4S
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,"2,3-dimethoxy-N-[(1-prop-2-enylpyrrolidin-2-yl)methyl]-5-sulfamoylbenzamide",C17H25N3O5S
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",C19H21NO4
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"(1R,9R,10R)-17-prop-2-enyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",C19H25NO
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,"(4R,4aR,7S,7aR,12bS)-3-prop-2-enyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol",C19H21NO3
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,"(6aR,9R,10aR)-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)-7-prop-2-enyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",C26H37N5O2
C=CCSCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],"sodium 3,3-dimethyl-7-oxo-6-[(2-prop-2-enylsulfanylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",C13H17N2NaO4S2
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,"7-chloro-5-(2-chlorophenyl)-N-prop-2-enoxy-3H-1,4-benzodiazepin-2-amine",C18H15Cl2N3O
C=CC[C@H](N)c1ccccc1-c1noc2ccccc12,"(1S)-1-[2-(1,2-benzoxazol-3-yl)phenyl]but-3-en-1-amine",C17H16N2O
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,"(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-1,14-dihydroxy-12-[(E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-prop-2-enyl-11,28-dioxa-4-azatricyclo[22.3.1.04,9]octacos-18-ene-2,3,10,16-tetrone",C44H69NO12
C=COC=C,ethenoxyethene,C4H6O
C=COCC(F)(F)F,"2-ethenoxy-1,1,1-trifluoroethane",C4H5F3O
C=C[C@@H]1CNCC[C@H]1CCCc1ccnc2ccc(OC)cc12,"4-[3-[(3S,4R)-3-ethenylpiperidin-4-yl]propyl]-6-methoxyquinoline",C20H26N2O
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,"(R)-[(2S,4R,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",C20H24N2O2
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,"(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",C20H24N2O2
C=NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,"3,3-dimethyl-6-[[2-(methylideneamino)-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",C17H19N3O4S
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,"(8S,11R,13S,14S,17S)-11-[4-(dimethylamino)phenyl]-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one",C29H35NO2
CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,"17-acetyl-11,17-dihydroxy-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",C21H28O4
CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,"8-acetyl-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icos-17-en-16-one",C24H34O4
CC(=O)C1=C(O)[C@@]2(O)C(=O)c3c(c(C)c4ccc(C)c(O)c4c3O)C[C@H]2[C@@H](N)C1=O,"(1R,4aR,12aS)-3-acetyl-1-amino-4,4a,6,7-tetrahydroxy-8,11-dimethyl-12,12a-dihydro-1H-tetracene-2,5-dione",C22H21NO7
CC(=O)C1CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC12C,"17-acetyl-11-hydroxy-6,10,13-trimethyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one",C22H30O3
CC(=O)C1CCC2C3CC=C4CC(OC(=O)CCC(=O)O)CCC4(C)C3CCC12C,"4-[(17-acetyl-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl)oxy]-4-oxobutanoic acid",C25H36O5
CC(=O)CC(c1ccccc1)c1c(O)oc2ccccc2c1=O,4-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-2-one,C19H16O4
CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)[C@@H](CN2CC[C@@H](O)C2)C1,"1-[(2S)-4-acetyl-2-[[(3R)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-(3,5-difluorophenyl)ethanone",C19H25F2N3O3
CC(=O)N1CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)[C@@H](CN2CC[C@@H](O)C2)C1,1-[(2S)-4-acetyl-2-[[(3R)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-[4-(trifluoromethyl)phenyl]ethanone,C20H26F3N3O3
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,"1-[(2S)-4-acetyl-2-(pyrrolidin-1-ylmethyl)piperazin-1-yl]-2-(3,4-dichlorophenyl)ethanone",C19H25Cl2N3O2
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CC[C@@H](O)C2)C1,"1-[(2S)-4-acetyl-2-[[(3R)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-(3,4-dichlorophenyl)ethanone",C19H25Cl2N3O3
CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1,1-[(2S)-4-acetyl-2-[[(3S)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-(4-methylsulfonylphenyl)ethanone,C20H29N3O5S
CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1,1-[(2S)-4-acetyl-2-[[(3S)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-(4-nitrophenyl)ethanone,C19H26N4O5
CC(=O)N1CCN(C(=O)Cc2ccc([S@@](C)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1,,C20H29N3O4S
CC(=O)N1CCN(C(=O)Cc2cccc([N+](=O)[O-])c2)[C@@H](CN2CC[C@H](O)C2)C1,1-[(2S)-4-acetyl-2-[[(3S)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-(3-nitrophenyl)ethanone,C19H26N4O5
CC(=O)N1CCN(C(=O)Cc2ccccc2)[C@@H](CN2CC[C@@H](O)C2)C1,1-[(2S)-4-acetyl-2-[[(3R)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-phenylethanone,C19H27N3O3
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,"1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone",C26H28Cl2N4O4
CC(=O)NC(CCC(N)=O)C(=O)O,2-acetamido-5-amino-5-oxopentanoic acid,C7H12N2O4
CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,N-[[1-[4-(4-fluorophenyl)-4-oxobutyl]-4-phenylpiperidin-4-yl]methyl]acetamide,C24H29FN2O2
CC(=O)NCCCN1CCN(c2cc(Cl)ccc2Cl)CC1,"N-[3-[4-(2,5-dichlorophenyl)piperazin-1-yl]propyl]acetamide",C15H21Cl2N3O
CC(=O)NCCCOc1cccc(CN2CCCCC2)c1,N-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]acetamide,C17H26N2O2
CC(=O)NCCC[C@H](NC(C)=O)C(=O)O,"(2S)-2,5-diacetamidopentanoic acid",C9H16N2O4
CC(=O)NCCn1c(C)cc(C=O)c1C,"N-[2-(3-formyl-2,5-dimethylpyrrol-1-yl)ethyl]acetamide",C11H16N2O2
CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1,"N'-acetyl-3-hydroxy-3,3-diphenylpropanehydrazide",C17H18N2O3
CC(=O)Nc1ccc(O)cc1,N-(4-hydroxyphenyl)acetamide,C8H9NO2
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.[Na+],"sodium 3,5-diacetamido-2,4,6-triiodobenzoate",C11H8I3N2NaO4
CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1,(4-acetamidophenyl) (2S)-5-oxopyrrolidine-2-carboxylate,C13H14N2O4
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,(4-acetamidophenyl) 2-hydroxybenzoate,C15H13NO4
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,(4-acetamidophenyl) 2-acetyloxybenzoate,C17H15NO5
CC(=O)Nc1ccc(OC(C)(C)C)cc1,N-[4-[(2-methylpropan-2-yl)oxy]phenyl]acetamide,C12H17NO2
CC(=O)Nc1cccc(-c2csc(N=C(N)N)n2)c1,"N-[3-[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]phenyl]acetamide",C12H13N5OS
CC(=O)Nc1cccc(O)c1,N-(3-hydroxyphenyl)acetamide,C8H9NO2
CC(=O)Nc1nnc(S(N)(=O)=O)s1,"N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",C4H6N4O3S2
CC(=O)O.CN1CCc2cc(Cl)c(O)cc2[C@@H](c2cccc3c2OCC3)C1,"acetic acid;(5S)-8-chloro-5-(2,3-dihydro-1-benzofuran-7-yl)-3-methyl-1,2,4,5-tetrahydro-3-benzazepin-7-ol",C21H24ClNO4
CC(=O)OC(c1ccccc1)C1CCCCN1,[phenyl(piperidin-2-yl)methyl] acetate,C14H19NO2
CC(=O)OC1/C=C/C(C)=C/CC(O)/C=C/C(C)=C/C(NC(=O)C(C)=O)C2(C)C(=O)OC(C1)C(C)C2=O,"[(3E,5E,9E,11E)-7-hydroxy-1,4,10,19-tetramethyl-17,18-dioxo-2-(2-oxopropanoylamino)-16-oxabicyclo[13.2.2]nonadeca-3,5,9,11-tetraen-13-yl] acetate",C27H35NO8
