Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
C#C[C@]1(O)CC[C@H]2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)[C@H]3CCC21C,430.57,430.24,5.56,38.05,123.37,0.5357,0.6019,32,1,3,1,6,2,0,4,189.28,0.377,0.13,13.419,-0.949,11,0.3438,0,0,4,3,1,1,0,0,0,1157.085,1.356,30165436.997,-2.38,20.243,6.576,2.492,6,3
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,298.43,298.19,3.49,37.3,85.88,0.75,0.6951,22,1,2,0,4,0,0,2,132.92,0.377,0.155,11.704,-0.902,0,0.0,0,0,4,3,0,0,0,0,0,583.005,1.652,148000.491,-1.07,14.518,4.712,1.752,6,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,296.41,296.18,3.61,40.46,86.51,0.6,0.718,22,2,2,0,4,1,0,2,132.11,0.508,0.13,10.907,-0.919,6,0.2727,0,0,3,2,0,0,0,0,0,658.161,1.722,148000.491,-1.46,14.153,4.522,1.664,5,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,310.44,310.19,3.92,29.46,91.39,0.619,0.7968,23,1,2,1,4,1,0,2,138.8,0.497,0.13,10.956,-0.9,6,0.2609,0,0,3,2,0,0,0,0,0,672.909,1.696,259558.325,-1.46,15.09,5.016,1.926,5,0
C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,312.45,312.21,3.88,37.3,90.49,0.7619,0.5442,23,1,2,0,4,0,0,2,139.28,0.377,0.137,11.853,-0.917,0,0.0,0,0,4,2,0,0,0,0,0,624.243,1.718,212710.304,-1.07,15.457,4.962,1.956,6,0
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,398.55,398.14,2.5,101.57,106.21,0.5882,0.4578,26,2,8,10,2,1,0,9,161.73,0.396,0.214,11.632,0.03,6,0.2308,0,0,1,1,2,1,1,1,1,636.434,2.048,772223,-1.29,21.015,10.761,6.153,1,1
C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,770.94,770.27,6.0,196.82,208.84,0.2632,0.0639,54,2,14,19,4,4,0,16,321.39,0.462,0.338,12.774,-0.486,24,0.4444,0,0,0,0,2,2,0,0,2,1853.576,1.635,552467251183.835,-5.74,41.022,20.487,11.894,0,0
C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,490.59,490.17,4.38,115.48,135.19,0.1923,0.3289,35,1,8,10,3,3,0,9,207.77,0.462,0.338,12.913,-0.459,18,0.5143,0,0,0,0,1,1,0,0,1,1216.536,1.811,61244359.577,-3.98,25.639,12.474,7.249,0,0
C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,466.46,466.11,2.63,155.94,116.47,0.2632,0.3512,31,3,8,10,2,2,0,12,183.32,0.469,0.383,12.668,-4.674,12,0.3871,0,0,0,0,1,1,0,0,1,1011.713,2.302,4414775.362,-2.56,24.707,11.17,7.891,0,0
C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,393.51,393.22,4.05,35.58,115.0,0.375,0.8326,29,1,3,5,4,2,0,5,171.56,0.339,0.247,13.076,-0.419,12,0.4138,0,0,2,2,2,0,2,2,1,870.759,1.344,5795498.348,-2.66,19.648,8.374,4.056,0,0
C/C(=C1/CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,308.36,308.09,1.83,98.41,79.04,0.3846,0.6689,21,1,7,4,2,1,0,8,126.12,0.457,0.371,11.338,-0.348,6,0.2857,0,0,1,1,2,1,1,1,1,603.079,2.207,49466.36,-2.09,15.302,6.575,3.72,0,0
C/C=C(\CC)C(=O)NC(N)=O,156.18,156.09,0.54,72.19,41.77,0.4286,0.5725,11,2,2,2,0,0,0,4,65.45,0.351,0.319,10.936,-0.817,0,0.0,0,0,0,0,0,0,0,0,3,196.617,4.123,195.625,-1.32,9.68,4.488,3.396,0,0
C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,226.32,226.17,1.28,40.62,64.97,0.6667,0.6625,16,0,2,5,0,0,0,4,97.91,0.347,0.246,11.891,-0.358,0,0.0,0,0,0,0,0,0,0,0,2,272.192,4.888,2318.481,-1.32,14.68,7.037,3.68,1,1
C/C=C/C(=O)N(CCC)C(CC)C(=O)N(C)C,240.35,240.18,1.67,40.62,69.59,0.6923,0.6626,17,0,2,6,0,0,0,4,104.27,0.347,0.246,12.007,-0.353,0,0.0,0,0,0,0,0,0,0,0,2,285.144,4.982,3787.144,-1.32,15.68,7.873,4.589,1,1
C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1.O,407.45,407.12,-0.12,164.46,103.15,0.2778,0.4941,28,4,6,5,3,1,0,10,164.75,0.508,0.352,12.502,-1.174,6,0.2143,0,0,2,1,2,0,2,1,2,851.382,0.0,907674.224,-2.82,21.48,8.464,3.745,3,0
C/C=C/C=C/C1OC(O)(C(CC)C(=O)NC/C=C/C=C(\C)C(OC)C(C)C2OC(/C=C/C=C/C=C(\C)C(=O)c3c(O)n(C)ccc3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,1145.35,1144.59,2.75,302.08,296.42,0.6441,0.0419,81,8,21,24,5,1,0,22,474.45,0.494,0.228,14.109,-2.531,6,0.0741,0,0,4,4,5,1,4,4,1,2521.396,1.237,94764169900146736,-4.57,67.223,29.793,15.043,21,21
C/C=C\C1O[C@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,535.64,535.26,4.12,112.02,140.37,0.6129,0.4427,39,1,8,5,6,1,0,8,228.35,0.454,0.338,14.092,-1.264,6,0.1538,0,0,5,4,2,1,1,1,0,1258.647,1.366,587528782.984,-2.68,26.538,9.18,3.603,8,1
C1=C(CC2=NCNC2)CCc2ccccc21,212.3,212.13,2.41,24.39,67.66,0.3571,0.7995,16,1,2,2,3,1,0,2,96.09,0.293,0.089,4.45,0.805,6,0.375,0,0,2,0,1,0,1,0,0,457.558,1.805,11146.613,-1.41,9.79,4.221,1.932,0,0
C1=Cc2cccc(OCC3CNCCO3)c2C1,231.29,231.13,1.62,30.49,67.28,0.4286,0.8572,17,1,3,3,3,1,0,3,101.43,0.491,0.123,5.883,0.175,6,0.3529,0,0,2,1,1,0,1,1,0,422.23,1.635,18893.365,-1.32,10.81,4.899,2.352,1,1
C1CC1,42.08,42.05,1.17,0.0,13.85,1.0,0.3814,3,0,0,0,1,0,0,0,20.46,0.053,0.053,1.5,1.5,0,0.0,0,0,1,1,0,0,0,0,0,4.755,2.25,8.755,0.0,1.333,0.222,0.0,0,0
C1CCCCC1,84.16,84.09,2.34,0.0,27.7,1.0,0.4223,6,0,0,0,1,0,0,0,39.56,0.053,0.053,1.5,1.5,0,0.0,0,0,1,1,0,0,0,0,0,15.51,2.0,34.399,0.0,4.167,2.222,1.0,0,0
C1CCc2nnnn2CC1,138.17,138.09,0.4,43.6,35.37,0.8333,0.5209,10,0,4,0,2,1,0,4,59.23,0.23,0.151,3.919,1.002,5,0.5,0,0,1,0,2,1,1,0,0,196.777,2.281,362.17,-0.93,5.825,2.361,0.894,0,0
C=C,28.05,28.03,0.8,0.0,11.25,0.0,0.3445,2,0,0,0,0,0,0,0,14.41,0.106,0.106,3.0,3.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.0,2,-0.26,1.74,0.74,-6.106,0,0
C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,356.85,356.13,3.7,49.41,102.42,0.2,0.6076,25,1,3,7,2,2,0,5,152.65,0.314,0.24,12.826,-0.173,12,0.48,0,0,0,0,0,0,0,0,1,787.538,2.272,335087.751,-2.43,18.902,8.604,5.019,0,0
C=C(C)[C@@H]1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,314.47,314.22,5.85,40.46,97.04,0.5238,0.5108,23,2,2,6,2,1,0,2,140.11,0.507,0.123,10.548,0.019,6,0.2609,0,0,1,0,0,0,0,0,0,574.854,2.338,112504.245,-1.7,17.651,7.718,4.186,2,1
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,303.14,302.01,3.61,63.6,73.35,0.2308,0.6439,19,1,3,6,1,1,0,6,120.13,0.48,0.341,11.949,-1.133,6,0.3158,0,0,0,0,0,0,0,0,0,537.69,3.069,12437.321,-1.52,15.537,6.59,3.719,0,0
C=C1CC2C3C=CC4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@@]1(O)C(=O)CO,372.46,372.19,1.72,94.83,99.57,0.6364,0.6418,27,3,5,2,4,0,0,5,159.02,0.393,0.194,12.493,-1.814,0,0.0,0,0,4,2,0,0,0,0,0,794.525,1.825,1038833.503,-1.56,18.787,5.723,2.162,7,6
C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,372.46,372.19,1.72,94.83,99.57,0.6364,0.6418,27,3,5,2,4,0,0,5,159.02,0.393,0.194,12.5,-1.798,0,0.0,0,0,4,3,0,0,0,0,0,794.525,1.789,1038833.503,-1.56,18.787,5.723,2.162,7,7
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,339.44,339.18,2.51,52.93,93.93,0.619,0.8132,25,2,4,2,6,1,0,4,147.65,0.504,0.166,12.08,-0.78,6,0.24,0,0,5,3,2,0,2,1,0,800.576,1.579,1400624.064,-1.52,14.629,4.413,1.571,4,0
C=C1C[C@H](C)[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CCC2)C1,337.51,337.24,4.66,23.47,101.84,0.6522,0.7933,25,1,2,2,5,1,0,2,151.48,0.508,0.115,10.182,0.224,6,0.24,0,0,4,3,1,0,1,1,0,706.044,1.586,541333.402,-1.28,15.935,5.607,2.329,4,0
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(O)C[C@]2(C)[C@@]1(O)C(=O)CO,390.45,390.18,1.82,94.83,99.92,0.6364,0.6254,28,3,5,2,4,0,0,6,163.18,0.39,0.194,16.829,-2.022,0,0.0,0,0,4,3,0,0,0,0,0,845.865,1.849,1500075.637,-1.63,19.676,5.71,1.962,7,1
C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1,274.41,274.2,3.54,35.5,85.3,0.5294,0.7466,20,2,3,7,2,1,0,3,121.85,0.506,0.139,9.905,0.335,6,0.3,0,0,1,0,1,0,1,0,0,476.124,2.069,39995.628,-1.48,14.919,6.798,3.339,0,0
C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12,476.87,476.1,0.06,181.62,115.97,0.3182,0.1402,33,6,10,1,4,1,0,11,192.04,0.507,0.211,13.646,-3.045,6,0.1818,0,0,3,2,0,0,0,0,0,1228.995,2.074,12340718.311,-3.18,22.994,7.159,2.688,5,5
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,442.42,442.14,-0.59,181.62,110.96,0.3182,0.1422,32,6,10,1,4,1,0,10,181.74,0.507,0.211,13.594,-3.007,6,0.1875,0,0,3,2,0,0,0,0,0,1176.371,2.056,8427682.936,-3.47,21.75,6.762,2.42,5,0
C=C1c2ccccc2CN(CCCN(C)C)c2ccccc21,292.43,292.19,4.02,6.48,95.24,0.3,0.8395,22,0,2,4,3,2,0,2,133.23,0.367,0.045,4.365,0.958,12,0.5455,0,0,1,0,1,0,1,0,0,672.912,1.965,130906.081,-2.06,14.86,6.368,2.927,0,0
C=CC(N)CCC(=O)O,129.16,129.08,0.36,63.32,35.04,0.5,0.5387,9,2,2,4,0,0,0,3,54.17,0.481,0.303,9.93,-0.813,0,0.0,0,0,0,0,0,0,0,0,0,111.625,3.265,78.513,-0.83,8.17,4.089,5.034,1,1
C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O,224.26,224.12,0.96,75.27,58.38,0.5455,0.5514,16,2,3,4,1,0,0,5,94.28,0.328,0.277,11.82,-1.329,0,0.0,0,0,1,1,1,0,1,1,4,329.139,3.095,2793.402,-1.65,12.42,4.467,1.727,1,1
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,395.42,395.04,-0.17,158.21,94.73,0.2143,0.2314,26,4,9,5,3,1,0,12,154.61,0.477,0.352,12.39,-1.237,5,0.1923,0,0,2,1,3,1,2,1,2,876.833,1.781,680003.203,-2.86,17.947,6.802,2.82,2,0
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,453.46,453.04,-0.54,184.51,106.53,0.25,0.2262,30,4,10,8,3,1,0,14,176.61,0.479,0.352,12.718,-1.3,5,0.1667,0,0,2,1,3,1,2,1,2,1001.862,1.794,4078187.343,-3.39,21.322,8.543,3.994,2,0
C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12,310.44,310.2,3.98,34.15,95.9,0.45,0.8196,23,1,3,6,3,2,0,3,138.32,0.497,0.119,5.36,0.623,10,0.4348,0,0,1,1,2,1,1,1,0,667.739,1.677,255292.458,-1.87,16.004,7.602,3.728,2,2
C=CC1O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)[C@]2(C(=O)CO)O1,432.49,432.19,2.19,93.06,108.5,0.6667,0.6645,31,2,6,3,5,0,0,7,180.34,0.39,0.193,17.108,-1.988,0,0.0,0,0,5,4,1,0,1,1,0,927.03,1.627,10436966.164,-1.67,21.19,6.438,2.255,9,7
C=CCC(CC)(CC)C(N)=O,155.24,155.13,1.85,43.09,47.02,0.6667,0.6048,11,1,1,5,0,0,0,2,68.47,0.369,0.223,11.048,-0.345,0,0.0,0,0,0,0,0,0,0,0,1,147.642,4.445,215.593,-0.79,10.21,4.164,2.07,0,0
C=CCC(N)Cc1ccccc1,161.25,161.12,2.13,26.02,52.94,0.2727,0.6725,12,1,1,4,1,1,0,1,73.91,0.327,0.011,5.845,0.213,6,0.5,0,0,0,0,0,0,0,0,0,228.019,2.463,585.385,-1.08,9.012,4.728,2.888,1,1
C=CCC(N)c1ccccc1-c1noc2ccccc12,264.33,264.13,4.07,52.05,81.19,0.1176,0.7225,20,1,3,4,3,3,0,3,117.25,0.356,0.167,6.227,-0.084,15,0.75,0,0,0,0,1,1,0,0,0,745.34,2.168,69435.554,-2.39,12.634,5.309,2.124,1,1
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.31,262.13,1.31,66.48,70.79,0.5,0.4735,19,1,3,3,1,0,0,5,112.58,0.33,0.277,12.391,-1.368,0,0.0,0,0,1,1,1,0,1,1,4,486.655,3.298,12293.487,-2.09,14.969,5.7,2.387,2,2
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,210.23,210.1,0.57,75.27,53.77,0.5,0.5279,15,2,3,3,1,0,0,5,87.91,0.328,0.277,11.728,-1.213,0,0.0,0,0,1,1,1,0,1,1,4,313.559,3.142,1588.115,-1.65,11.425,3.842,1.646,0,0
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,224.26,224.12,0.96,75.27,58.38,0.5455,0.5514,16,2,3,4,1,0,0,5,94.28,0.328,0.277,11.887,-1.204,0,0.0,0,0,1,1,1,0,1,1,4,329.139,3.158,2863.582,-1.65,12.42,4.467,1.727,1,1
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,238.29,238.13,1.35,75.27,63.0,0.5833,0.5605,17,2,3,5,1,0,0,5,100.64,0.328,0.277,12.003,-1.203,0,0.0,0,0,1,1,1,0,1,1,4,342.762,3.114,4566.538,-1.65,13.415,5.12,2.227,1,1
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,254.35,254.11,1.52,58.2,70.2,0.5833,0.4441,17,2,3,5,1,0,0,5,106.84,0.302,0.242,12.136,-1.069,0,0.0,0,0,1,1,1,0,1,1,2,345.517,3.114,4566.538,-1.23,13.833,5.402,2.386,1,1
C=CCC1(C2C=CCCC2)C(=O)NC(=S)NC1=O,264.35,264.09,1.44,58.2,72.61,0.4615,0.4605,18,2,3,3,2,0,0,5,111.51,0.302,0.242,12.285,-1.096,0,0.0,0,0,2,1,1,0,1,1,2,422.272,2.406,12109.905,-1.49,12.954,5.018,1.987,1,1
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,287.11,286.0,1.21,75.27,61.61,0.3,0.6026,16,2,3,4,1,0,0,6,101.09,0.328,0.277,11.76,-1.337,0,0.0,0,0,1,1,1,0,1,1,4,369.525,3.102,2466.43,-1.43,12.639,4.608,2.214,0,0
C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,238.29,238.13,1.35,75.27,63.0,0.5833,0.5754,17,2,3,3,1,0,0,5,100.64,0.328,0.277,11.964,-1.228,0,0.0,0,0,1,1,1,0,1,1,4,359.702,3.123,3109.935,-1.65,13.415,4.313,2.723,0,0
C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,224.26,224.12,0.96,75.27,58.38,0.5455,0.5514,16,2,3,4,1,0,0,5,94.28,0.328,0.277,11.822,-1.191,0,0.0,0,0,1,1,1,0,1,1,4,327.139,3.055,2466.43,-1.65,12.42,4.467,2.127,0,0
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,226.23,226.1,-0.31,95.5,55.23,0.5,0.4522,16,3,4,4,1,0,0,6,92.71,0.393,0.328,11.711,-1.441,0,0.0,0,0,1,1,1,0,1,1,4,328.728,3.055,2466.43,-1.69,12.38,4.441,2.111,1,1
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,208.22,208.08,0.49,75.27,53.74,0.3,0.5212,15,2,3,4,1,0,0,5,87.22,0.328,0.277,11.629,-1.28,0,0.0,0,0,1,1,1,0,1,1,4,314.577,3.071,1812.315,-1.91,11.166,4.08,1.808,0,0
C=CCN1C(=O)C(CC(C)C)NC1=S,212.32,212.1,1.3,32.34,60.89,0.6,0.563,14,1,2,4,1,0,0,4,90.16,0.35,0.251,11.769,-0.137,0,0.0,0,0,1,1,1,0,1,1,1,262.848,2.636,1252.018,-0.9,11.176,4.551,2.318,1,1
C=CCN1C(=O)OC(C)C1=O,155.15,155.06,0.54,46.61,37.85,0.4286,0.5466,11,0,3,2,1,0,0,4,64.43,0.436,0.417,11.038,-0.637,0,0.0,0,0,1,1,1,0,1,1,2,211.731,2.709,316.948,-1.32,7.783,2.736,1.239,1,1
C=CCN1CCC23c4c5ccc(O)c4OC2C2(OC)C=CC3(CC2[C@](C)(O)CCC)C1C5,437.58,437.26,3.72,62.16,123.03,0.6296,0.6645,32,2,5,6,7,1,0,5,190.26,0.504,0.165,11.756,-0.873,6,0.1875,0,0,6,2,2,0,2,1,0,1017.154,1.641,25552379.001,-1.82,20.763,6.398,2.074,7,6
C=CCN1CCC23c4c5ccc(OC(C)=O)c4OC2C(OC(C)=O)C=CC3C1C5,395.46,395.17,2.54,65.07,105.91,0.4783,0.4435,29,0,6,4,5,1,0,6,169.66,0.481,0.308,11.756,-0.459,6,0.2069,0,0,4,1,2,0,2,1,0,937.441,1.686,5115940.099,-2.6,18.43,6.455,2.513,5,5
C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,382.49,382.17,0.57,113.76,100.78,0.4706,0.4473,26,3,6,8,2,1,0,9,153.99,0.496,0.255,12.639,-3.786,6,0.2308,0,0,1,1,1,0,1,1,1,779.213,2.218,591203.911,-2.1,20.215,8.522,4.349,1,1
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,383.47,383.15,0.73,110.96,98.04,0.4706,0.6405,26,2,6,8,2,1,0,9,153.55,0.493,0.255,12.672,-3.998,6,0.2308,0,0,1,1,1,0,1,1,1,778.848,2.251,564919.191,-2.1,20.215,8.522,4.541,1,1
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,283.42,283.19,3.64,23.47,85.62,0.5789,0.8377,21,1,2,2,4,1,0,2,127.02,0.508,0.115,9.985,0.34,6,0.2857,0,0,3,2,1,0,1,1,0,566.685,1.831,102536.123,-1.28,13.388,4.876,1.883,3,0
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,327.38,327.15,1.3,70.0,87.27,0.5263,0.8015,24,2,5,2,5,1,0,5,140.09,0.504,0.174,12.633,-1.001,6,0.25,0,0,4,2,2,0,2,1,0,774.875,1.797,500717.306,-1.85,14.489,4.406,1.381,4,0
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,311.38,311.15,1.75,52.93,86.72,0.4737,0.8173,23,2,4,2,5,1,0,4,135.23,0.504,0.165,10.528,-0.615,6,0.2609,0,0,4,1,2,0,2,1,0,727.57,1.758,362766.747,-1.78,13.64,4.396,1.486,5,0
C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,451.62,451.29,3.19,71.68,132.37,0.5385,0.6049,33,2,4,8,4,2,0,7,196.34,0.361,0.324,13.745,-0.28,9,0.2727,0,0,2,1,2,1,1,1,3,1013.276,1.615,32157664.399,-2.64,23.516,10.097,4.703,3,0
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,360.24,359.06,4.58,45.98,99.79,0.1111,0.4928,24,1,4,4,3,2,0,6,150.0,0.276,0.148,6.353,0.337,12,0.5,0,0,1,0,1,0,1,0,0,830.764,2.052,356165.115,-2.14,16.709,7.62,3.672,0,0
C=CCSCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],352.41,352.05,-3.79,89.54,80.55,0.6154,0.2283,22,1,6,6,2,0,0,9,159.67,1.0,0.548,12.095,-1.255,0,0.0,1,1,2,2,2,0,2,2,2,500.432,0.0,34675.621,-0.15,19.896,7.613,3.668,3,3
