SMILES,covered_by_medex,fact_count
CC1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,False,0
CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12,True,5
CC12CCC(CC1)C(C)(C)O2,True,1477
Clc1ccccn1,True,498
COCCOCCOCCOC,True,216
CCOC(=O)C(C)(C#N)c1snc2ccc([N+](=O)[O-])cc12,False,0
O=C/C=C/C=C/C=O,True,290
O=[N+]([O-])c1ccc2c([N+](=O)[O-])cc3c([N+](=O)[O-])cccc3c2c1,True,1
CCOC(=O)N(CC)N=O,True,58
COc1ccc(CNC(=O)C(C)Br)cc1,False,0
CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,True,6
[O-][n+]1cc2ccccc2cn1,True,1
CCOP(=O)(OCC)N1C2c3ccccc3-c3ccccc3C21,False,0
Cc1c2ccccc2c(COS(=O)(=O)O)c2ccc3ccccc3c12,True,14
CCOP(=S)(OCC)SCSC(C)(C)C,True,324
O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])cc3c2c1,True,6
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31,False,0
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,False,0
C/C=C(\C)CCl,False,0
Cc1ccc(S(=O)(=O)n2ncc(Cl)c(Cl)c2=O)cc1,False,0
C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O,False,0
O=C1OC(=O)c2cc([N+](=O)[O-])ccc21,True,8
O=C(O)CC=[N+]([O-])O,False,0
CC(=O)Nc1ccc2c(c1)Cc1cc(O)ccc1-2,True,140
CC(C)(CO)C(O)C(=O)NCCC(=O)O,True,42
CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,True,90
Cc1ccc(C)c2c1ccc1ccccc12,True,30
CN(Cc1ccc(F)cc1)N=O,False,0
CCC1(CC(=O)O)OCCc2c1[nH]c1c(C(C)O)cccc21,True,3
CCc1ccccc1N,True,93
CC(C)(C#N)C(C)(C)C#N,True,104
Cc1cc(N)cc([N+](=O)[O-])c1N,True,5
c1cc2c3c(c1)ccc1cccc(c13)C2,True,38
Cc1cccc(C)c1NO,True,47
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,False,0
C=C[C@@H]1CC[C@@]2(C)O[C@H]2C1,False,0
Nc1ccc([N+](=O)[O-])cc1N,True,201
N/C(=N\OS(=O)(=O)O)c1ccccc1,False,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],True,3
CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1cc(OC)c(OC)c(OC)c1,False,0
[O-][Cl+2]([O-])O,True,128
C(COCC1CO1)OCC1CO1,True,58
CC(Br)C(Br)COP(=O)(OCC(Br)C(C)Br)OCC(Br)C(C)Br,True,2
O=[N+]([O-])c1ccc2cc3c(cc2c1)C(O)C(O)C=C3,False,0
[O-][N+](=Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc2c(c1)Cc1ccccc1-2,True,9
Cc1c2c(c(C)c3ccccc13)-c1cccc3cccc-2c13,False,0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,False,0
Cc1cc2c(c3ccc4ccccc4c13)CCC2=O,True,53
Cc1ccc([N+](=O)[O-])c(C)c1[N+](=O)[O-],True,15
COc1ccc(CCl)cc1,True,193
Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1,True,7
CNC(=O)ON,False,0
Nc1cccc(-c2ccccc2)c1,True,54
CCCCOS(C)(=O)=O,True,54
c1ccc2cc3ccccc3cc2c1,True,6116
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3=O,True,37
CCCCCCCCCCCCCCCCN,True,385
NC(=O)CC1CO1,False,0
CCCCCCCCCC(=O)/N=c1\sn(C(=O)CCCCCCCCC)c2ccc([N+](=O)[O-])cc12,False,0
CCCCC(CC)COC(=O)c1ccc(N(C)C)c([N+](=O)[O-])c1,False,0
NP(=O)(OCCC(=O)O)N(CCCl)CCCl,True,218
Nc1ncnc2c1ncn2Cc1ccccc1,True,59
COc1c2occc2cc2ccc(=O)oc12,True,165
O=C(Nc1ccccc1F)c1csc([N+](=O)[O-])c1,False,0
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,True,216
NC(CCCCNC=CC=O)C(=O)O,False,0
BrCc1ccc2c(c1)-c1cccc3cccc-2c13,True,4
c1ccc2c(c1)cc1c3ccccc3c3cccc4ccc2c1c43,True,108
O=[N+]([O-])C1=Cc2c3c1cccc3cc1ccc3ccccc3c21,False,0
Cc1[nH]c2c(c3nc4ccccc4c1-3)C(=O)C(N1CCN(C)CC1)=CC2=O,False,0
CCS(=O)CCSP(=O)(OC)OC,True,161
O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2C=CO[C@@H]2O1,True,336
CCN(CC)c1ccc(-c2ccc(-c3ccc(N(CC)CC)cc3)cc2)cc1,False,0
c1cc(OCC2CO2)c2sncc2c1,False,0
COc1ccccc1N,True,548
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,True,57
COC(=O)Nc1nc2cc(OS(=O)(=O)c3ccc(F)cc3)ccc2[nH]1,False,0
Oc1cccc(Cl)c1,True,448
CN(N=O)C(=O)c1ccccc1,False,0
ClCc1cc2c3c(cccc3c1)-c1ccccc1-2,True,3
Nc1ccc2c(c1)oc1ccccc12,True,14
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,False,0
CC(N)CCN,True,22
Nc1ccccc1S,True,447
Cc1ccc(CCC2CO2)cc1,False,0
Cc1cccc(C)c1N=Nc1c(O)ccc2ccccc12,False,0
COc1ccc(-c2nc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)[nH]2)cc1,False,0
Cn1c(N)nc2ccc3ncccc3c21,True,8
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,False,0
ClCC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,False,0
O=C1C=CC(=O)C=C1,True,8389
Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,True,89
C[C@H](CS)[C@@H]1CC[C@@H](C)[C@H](S)C1,False,0
C=C(C)C(=O)N[N+](C)(C)CC(C)O,False,0
Br/C=C/Br,True,24
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,False,0
CC(CCC(=O)O)C1CCC2C3CCc4cc(O)ccc4C3CCC12C,False,0
COc1ccc(C=Nn2nnc3c([nH]c4ccccc43)c2=O)cc1,False,0
Clc1ccc(Cl)c(Cl)c1,True,455
O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,False,0
OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1,False,0
Clc1ccc(Cl)cc1,True,646
C/C=C1/C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@H]23,False,0
Cc1ccccc1N=Nc1ccc(N(C)C)cc1,True,16
CCCCCCC(C/C=C/CCCCCCCC(=O)OC)OC(C)=O,False,0
CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,False,0
OC(CCl)CCl,True,579
CN(C)c1nc(N(C)C)nc(N(C)C)n1,True,296
N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,True,1870
CCCCC(CC)COCCC#N,False,0
Cc1c(-c2cnccn2)ssc1=S,True,672
Nc1ccc(-c2ccc(N)c(Br)c2)cc1Br,True,5
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,True,4
CCN=NC(C)(C)OO,False,0
C=C/C=C\C,True,163
CCN(CCO[N+](=O)[O-])[N+](=O)[O-],False,0
C1CCCCCC2OC2CCCC1,True,5
COC1=CC(=O)c2c(nc(C)c3c4c([nH]c23)CCCC4)C1=O,False,0
CC(C)C=O,True,1282
C=CC(=O)NCCC[N+](C)(C)C,True,15
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,False,0
CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1,True,130
Cc1ccc(N)cc1,True,634
O=C(NCO)NCO,True,85
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,True,7804
Cc1c(N=O)cccc1[N+](=O)[O-],True,5
Oc1ccc2c(c1)-c1cc3cccc4ccc5ccc-2c1c5c43,True,3
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,True,967
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,True,2081
O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2cc1[N+](=O)[O-],True,1
c1ccc(Cc2ccc(C[C@H]3CO3)cc2)cc1,False,0
C=CCOC(=O)COCCC(C)C,False,0
C=CC(=O)CC,True,662
CC(=O)OCCC(C)C,True,1056
CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,True,10
Fc1cccc2c3c(ccc12)-c1cccc2cccc-3c12,False,0
CC(C)CCCCCOC(=O)Cc1cc(Cl)c(Cl)cc1Cl,False,0
C[CH-][N+](=O)[O-],False,0
O=C(O)CBr,True,793
CCN(CC)C(=S)SC1OC(CO)C(O)C(O)C1O,False,0
CCCN(C(=O)CCCl)c1snc2ccccc12,False,0
O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)ccc2c1,False,0
CCC(=O)Nc1ccc(Cl)c(Cl)c1,True,502
CC(C)(C)Br,True,238
COC(O)=C1C(C)=NC(COC(N)=O)=C(C(=O)OC(C)C)[C@H]1c1cccc(Cl)c1Cl,False,0
O=[N+]([O-])c1ccc2ccc3cccc4c5c(c1c2c34)CCCC5,False,0
C=C(C)OC(C)=O,True,218
O=CN(O)c1ccc(Cl)c(Cl)c1,False,0
CC(O)CO,True,3795
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,False,0
COCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,False,0
CN(C)CCNC(=O)c1cccc2c1Oc1ccccc1O2,False,0
O=C1CCCCCO1,True,1246
CC1CCCC2(C)CCCCC12O,True,7
FC(F)(F)[C@H](Cl)Br,True,10
CCCC[C@@H]1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,False,0
ClCCOCCCl,True,77
Cc1cc(O)ccc1O[P@@](=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O,False,0
NC(CCC(=O)O)C(=O)O,True,75
CC(=O)O[C@H](c1ccccc1)N(C)N=O,False,0
CCNC(=S)NCC,True,154
Cc1nc([N+](=O)[O-])cc2c1[nH]c1c([N+](=O)[O-])cc([N+](=O)[O-])cc12,False,0
C=CC(=O)OCCCl,True,2
NNC(=O)c1[nH]c2ccccc2c1N,True,1
N#CC(=N)C(N)C#N,False,0
Nc1ccc(Cl)cc1,True,1309
N=C(N)N,True,2337
O=C1c2c(ccc3ccccc23)-c2ccc3ccccc3c21,False,0
CCCC[C@@H](CC)COC(=O)CCCCCCCCC(=O)OC[C@H](CC)CCCC,False,0
CC(=O)N(OC(=O)c1ccccc1)c1ccc2c(c1)Cc1ccccc1-2,True,5
OC1C=Cc2c(ccc3cccnc23)C1O,True,2
Nc1ccc2ccc3cc4ccccc4c4ccc1c2c34,True,12
CCCCN(CCCC)N=O,True,495
Clc1cc(Cl)c(Cl)cc1Cl,True,229
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,True,1
C=CCCC(C=O)CC,True,25
Cc1cc(=O)oc2cc(N)ccc12,True,1163
OC1C=Cc2cccnc2C1O,False,0
Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],True,33
Nc1ccc2ccc3ccccc3c2n1,True,5
O=Cc1ccc(CO)o1,True,4483
CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O,False,0
OCCc1ccccc1,True,3398
[N-]=[N+]=C1C=NC(=O)NC1=O,True,27
O=C1NC(=O)c2ccccc21,True,1988
CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C,False,0
O=C(c1ccc(-c2ccccc2)cc1)C1OC1c1ccccc1,True,2
CN(C(=O)CCl)c1snc2ccccc12,False,0
O=NN1CCOC(O)C1,True,85
C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,True,14
CC1CCN(N=O)CC1,True,7
CNC(=O)Nc1ccccc1,True,21
Nc1ccc(Cc2ccc(N)c(C(=O)O)c2)cc1C(=O)O,False,0
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,True,35
CCCCCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,False,0
Cc1ccc(S(=O)(=O)OCC2CO2)cc1,True,67
COc1cccc(/C=C/c2ccc(N)cc2)c1,False,0
CC(=O)N(O)c1ccc(Cl)c(Cl)c1,True,2
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,True,2102
C[N+](C)(C)CCO,True,9026
OCCCCO,True,1418
O=[N+]([O-])c1cc2ccc3cc([N+](=O)[O-])cc4ccc(c1)c2c34,True,165
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,True,401
CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1Cl,True,137
CN(C)CCNC(=O)c1cccc2oc(-c3ccccc3)nc12,False,0
O=[N+]([O-])c1cccc2nc3ccccc3nc12,True,8
O=C1OCC(Cl)=C1Cl,True,8
CC(/C=C(/C#N)c1ccc(Br)cc1)C(c1ccccc1)C(C#N)c1ccc(Br)cc1,False,0
Cc1cc(Cl)ccc1OC(C)C(=O)O,True,278
CCCCN(COC(C)=O)N=O,True,2
O=C(O)CCl,True,1292
CC(=O)Nc1nc2c3cccnc3cc(C)c2n1C,True,1
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,True,68
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,True,1831
CCNC(=N)N(N=O)[N+](=O)[O-],True,2
O=S(=O)(O)Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43,True,11
CCCCN1C2c3ccccc3-c3ccccc3C21,False,0
FC(F)OC(Cl)C(F)(F)F,True,3214
CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,True,1
CC(=O)OC1C(O)C2OC3C=C(C)C(OC(=O)CC(C)C)CC3(OC(C)=O)C1(C)C21CO1,False,0
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,False,0
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,False,0
O=[N+]([O-])c1ccccc1Nc1ccccc1,True,33
BrCC(Br)(Br)Br,True,19
Cc1cc(N)c(S(=O)(=O)O)cc1Cl,True,3
OC1c2cccnc2C2OC2C1O,True,2
CCC(=O)OCc1ccc([N+](=O)[O-])cc1,True,4
CC(=O)ON(OCc1ccc(-c2ccccc2)cc1)C(=O)c1ccccc1,False,0
Oc1ccc(Cc2ccccc2O)cc1,True,16
O=C1C=CC(=O)C(c2ccccc2)=C1,True,154
c1cc2c3c(c1)C1NC1c1cccc(c1-3)C1NC21,False,0
Cc1ccc2c(c1)C1C(=N2)N(C)c2ccccc2C1C,False,0
O=C(CBr)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,True,1
Cc1ccc2oc(=O)ccc2c1,True,207
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,True,1479
Cc1cccc2c([N+](=O)[O-])cccc12,True,4
Cc1ccc2c(c1O)NC(O)C1CC(/C=C/C(N)=O)=CN1C2=O,False,0
CC(=O)OCc1ccc2ccc3cccc4ccc1c2c34,True,4
O=[N+]([O-])c1ccc2c(c1)-c1cccc3cccc-2c13,True,63
CCOc1ccc(NC(=O)CC(C)O)cc1,True,66
CN(C(=O)c1csc([N+](=O)[O-])c1)c1ccccc1,True,1
CCCCN(CCC(C)=O)N=O,True,1
O=C1OC(O)C(C(Br)Br)=C1Br,True,4
[N-]=[N+]=NC(c1ccccc1)c1ccccc1,True,9
c1ccc2c(C3CO3)c3ccc4ccccc4c3cc2c1,False,0
O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34,True,15
c1ccc(-c2ccc(CC[C@H]3CO3)cc2)cc1,False,0
O=[N+]([O-])c1ccc2c3c(cccc13)C=C2,False,0
CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,True,243
Nc1ncnc2c1ncn2C1OC(CO)CC1O,False,0
ONc1ccccc1,True,356
CC(C)(C)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,False,0
CCc1ccc([N+](=O)[O-])cc1,True,51
Cc1c(N)cccc1[N+](=O)[O-],True,86
CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O,True,31
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,True,44
Cc1ccc(NN=NCc2ccccc2)cc1,True,1
O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])o1,False,0
c1ccc2c(c1)ccc1c3ccccc3ccc21,True,2079
C=CCCl,True,437
NNc1nncc2ccccc12,True,1422
C1=Cc2cc3cccc4c5ccccc5c5ccc1c2c5c34,True,4
O=C1CNC(=O)N1,True,1249
CCN(CCCC(=O)O)N=O,True,3
CC[C@@H](C)ON=O,False,0
CCCC(CCC)C(=O)O,True,4671
CCCCCCCCCCCCCC(=O)[N-][N+](C)(C)CC(C)O,False,0
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,False,0
O=[N+]([O-])c1cccc2c1[nH]c1ccccc12,True,26
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,False,0
O=[N+]([O-])c1ccccc1CBr,True,115
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,True,1
COC(=O)NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],True,285
Nc1c2ccccc2nc2ccc(Br)cc12,True,2
CC(C)NCC(O)COc1cccc2[nH]ccc12,True,1025
C1=Cc2c3ccc4cccc5ccc(c6cccc1c26)c3c45,True,1
c1ccc2c([C@@H]3CO3)c3ccc4ccccc4c3cc2c1,False,0
O=C1c2ccccc2C(=O)c2c1cc(OC1COC(OCC3OC(O)C(O)C(O)C3O)C(O)C1O)c(CO)c2O,False,0
COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1,False,0
Cc1c(C(=O)O)cccc1[N+](=O)[O-],True,12
O=[N+]([O-])c1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,False,0
O=C(O)CCC(=O)Nc1cc(Cl)c(Cl)c(Cl)c1,False,0
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,True,136
C=C(C)C1CCC(=C)C2C3=C(CC(C)(O)C3=O)C(=O)C(C)=CC12,False,0
c1cc2c3c(c1)C1OC1c1cccc(c1-3)C1OC21,False,0
CC(=O)c1ccc(N=O)cc1,True,2
CC(C)COC(=O)CCCCC(=O)OCC(C)C,True,71
CC(=O)Nc1ccc2ccc3ccc(O)c4ccc1c2c34,True,19
OC1c2ccc3cccnc3c2C2OC2C1O,False,0
Nc1cc(Cl)cc(Cl)c1O,True,15
COC(=O)c1oc(NO)c(-c2ccccc2)c1-c1ccccc1,False,0
O=CC(=C(Cl)Cl)C(Cl)Cl,True,3
C=CC(=O)NCO,True,241
CCCO,True,3329
CC1=CC(=O)c2[nH]c(C)c3c4ccccc4nc-3c2C1=O,False,0
CCOCn1cc(F)c(=O)n(C(=O)c2cccc(C(=O)Oc3nc(OC(=O)c4ccccc4)ccc3C#N)c2)c1=O,True,67
c1ccc2c(c1)OCCOCCOCCOCCO2,True,80
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,True,30
ClCCNCCCNc1c2ccccc2nc2ccccc12,False,0
BrCC1CO1,True,142
CCCCC(=O)N(C)C,True,3
O=C1CCC(=O)N1Br,True,4364
Nc1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1,False,0
Nc1ccc(O)c([N+](=O)[O-])c1,True,60
N#CCBr,True,260
Cn1ccnc1N=O,True,14
O=[N+]([O-])c1cccc(-c2ccc(O)c([N+](=O)[O-])c2)c1,False,0
C=CC1CO1,True,467
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,True,1
CC(C)(O)C#N,True,278
O=C1c2ccccc2C(=O)c2c1cc(O)c(C(=O)O)c2O,True,97
COCC1CO1,True,36
O=C(Nc1cccc(F)c1)c1csc([N+](=O)[O-])c1,False,0
CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,True,235
NC(=O)N(CC(=O)O)N=O,True,20
COc1cc(Cl)c(OC)cc1Cl,True,135
CCCCN(CCCO)N=O,False,0
c1cnc2c(c1)ccc1c2ccc2cccnc21,True,6
Cc1ccc(C(C)C)cc1O,True,1688
Cc1cc2c(ccc3ccccc32)c2c1C(C)CC2,False,0
NCCNCCNCCNCCN,True,239
CNc1ccccc1N,True,65
OCc1c2ccccc2c(CO)c2c1ccc1ccccc12,True,71
COP(=O)(OC)O/C(C)=C/C(=O)OC(C)c1ccccc1,True,121
O=[N+]([O-])c1ccccc1CCl,True,30
c1ccc2c(c1)Cc1ccccc1-2,True,3235
O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,True,159
CCCC(O)C(CC)CO,True,110
CS(=O)(=O)OCCCCOS(C)(=O)=O,True,1172
ClCc1ccncc1,True,20
[O-][n+]1cccc2ccccc21,True,209
O=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],True,103
CC(/C=C(\C#N)c1ccc(Cl)c(Cl)c1)C(c1ccccc1)C(C#N)c1ccc(Cl)c(Cl)c1,False,0
NCCCNCCCCN(CCCN)N(O)N=O,True,29
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,True,94
CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,False,0
Nc1nc(-c2ccccc2)cs1,True,57
BrC(Br)Br,True,757
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,True,275
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)CCC=C4,True,1
O=S1(=O)CC=CC1,True,55
CN(C)C(=O)/C=C/c1ccc([N+](=O)[O-])o1,False,0
CC(C)CC(=O)CC(C)C,True,117
Cn1cnc2c(NO)ncnc21,True,2
COC(=O)/C(Cl)=C(\OP(=O)(OC)OC)c1cc(Cl)ccc1Cl,False,0
CC(=O)N(C)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,False,0
c1ccc2cc3c(ccc4ccncc43)cc2c1,True,3
O=[N+]([O-])c1ccc2c(c1)[nH]c1ccccc12,True,4
Cc1cccc2sc(N)nc12,True,6
O=C(O)[C@@H]1[C@H](C(=O)O)[C@]2(Cl)C(Cl)=C(Cl)[C@@]1(Cl)C2(Cl)Cl,False,0
Cc1cc(C)c2c(ccc3ccccc32)c1,True,4
O=C(O)c1cccc(C(=O)O)c1,True,614
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,True,158
CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1,False,0
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,False,0
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,True,41
C=C1C(=O)OC2CC3(C)C(CCC(C)=O)C3CC12,False,0
c1scc2c1-c1cscc1C1NC21,False,0
[N-]=[N+]=Nc1ccc2c(Nc3ccc(NS(=O)(=O)CCCN)cc3)c3cc(N=[N+]=[N-])ccc3nc2c1,False,0
CC(=O)Nc1cc2c(cc1Cl)-c1ccccc1C2,True,2
CCCc1ccc2c(c1)OCO2,True,10
OCCN(CCO)c1ccc(N=Nc2cccnc2)cc1,False,0
CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,False,0
COc1cccc2c1C(=O)c1ccccc1C2=O,True,8
CCOC(=O)CSc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,False,0
CC(CC1=C(C=O)COC1O)C1=CCC(C)(C)C1,False,0
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,False,0
COc1ccn(CC(O)CN=[N+]=[N-])c(=O)n1,False,0
Cc1ccc2ccccc2c1C,True,181
CC(CC(=O)O)C(=O)O,True,295
CCSc1cc(Cc2ccc(N)c(SCC)c2)ccc1N,False,0
