Drug_ID,Drug,Y
official_v15_31,NC(N)=N/C(N)=N/CCc1ccccc1,0
official_v15_32,Oc1ccccc1,0
official_v15_33,CCN(CC)C(=O)/C(C#N)=C\c1cc(O)c(O)c([N+](=O)[O-])c1,0
official_v15_34,CC(C)(C)NC[C@H](O)COc1ccccc1C#N,0
official_v15_35,CNC[C@H](O)c1ccc(O)c(O)c1,0
official_v15_36,Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1,0
official_v15_37,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,0
official_v15_38,CCc1ccccc1,0
official_v15_39,Cc1cccc(C)c1NC(=O)[C@H](C)N,0
official_v15_40,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1
official_v15_41,C[C@H](N)C(=O)c1ccccc1,0
official_v15_42,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
official_v15_43,CCN(CC)CCNC(=O)c1ccc(N)cc1,0
official_v15_44,Cc1ccccc1,0
official_v15_45,CN[C@@H](C)Cc1ccccc1,0
official_v15_46,CC(C)/N=C(N)\N=C(/N)Nc1ccc(Cl)cc1,1
official_v15_47,CNC(=O)Oc1cc(C)c(SC)c(C)c1,0
official_v15_48,NC(=O)OCC(COC(N)=O)c1ccccc1,0
official_v15_49,CC(C)c1cccc(C(C)C)c1O,1
official_v15_50,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,0
official_v15_51,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0
official_v15_52,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,0
official_v15_53,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
official_v15_54,Cc1cccc(C)c1OC[C@@H](C)N,0
official_v15_55,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,0
official_v15_56,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0
official_v15_57,CN1CCN2c3ccccc3Cc3cccnc3[C@@H]2C1,1
official_v15_58,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,1
official_v15_59,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1
official_v15_60,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1
official_v15_61,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,0
official_v15_62,CCCC(CCC)C(=O)O,1
official_v15_63,CC(C)=O,0
official_v15_64,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0
official_v15_65,NN=O,0
official_v15_66,FC(F)(F)[C@H](Cl)Br,1
official_v15_67,FCOC(C(F)(F)F)C(F)(F)F,0
official_v15_68,FC(F)O[C@@H](Cl)C(F)(F)F,0
official_v15_69,CCN(CC)C(=S)SSC(=S)N(CC)CC,0
official_v15_70,CS(C)=O,0
official_v15_71,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,1
official_v15_72,FC(F)OC(F)(F)[C@@H](F)Cl,0
official_v15_73,CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC,0
official_v15_74,CS(=O)(=O)OCCCCOS(C)(=O)=O,0
official_v15_75,COC(F)(F)C(Cl)Cl,0
official_v15_76,CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,0
official_v15_77,CCO,0
official_v15_78,CCCO,0
official_v15_79,ClC(Cl)Cl,1
official_v15_80,CNC(=O)O/N=C(\C)SC,0
official_v15_81,ClC=C(Cl)Cl,0
official_v15_82,OC(O)C(Cl)(Cl)Cl,0
official_v15_83,C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,0
official_v15_84,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1
official_v15_85,CNCCCN1c2ccccc2CCc2ccccc21,0
official_v15_86,CN(C)CCCN1c2ccccc2CCc2ccccc21,1
official_v15_87,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0
official_v15_88,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,0
official_v15_89,Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1,0
official_v15_90,NC1=NC[C@@H]2c3ccccc3Cc3ccccc3N12,0
official_v15_91,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,0
official_v15_92,C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,0
official_v15_93,NC(N)=Nc1nc(CSCC/N=C/NS(=O)(=O)c2ccc(Br)cc2)cs1,0
official_v15_94,CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0
official_v15_95,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0
official_v15_96,O=[S@H](Cc1ccccn1)c1nc2ccccc2[nH]1,0
official_v15_97,Cc1c(OCC(F)(F)F)ccnc1C[S@@H](=O)c1nc2ccccc2[nH]1,1
official_v15_98,COc1ccc2nc([S@H](=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,1
official_v15_99,COc1ccnc(C[S@H](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,0
official_v15_100,COCCCOc1ccnc(C[S@@H](=O)c2nc3ccccc3[nH]2)c1C,0
official_v15_101,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0
official_v15_102,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0
official_v15_103,CN1[C@@H]2CC[C@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,1
official_v15_104,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0
official_v15_105,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,0
official_v15_106,CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,0
official_v15_107,CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,0
official_v15_108,COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,0
official_v15_109,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0
official_v15_110,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0
official_v15_111,O=C(OC1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,1
official_v15_112,NNc1nncc2ccccc12,0
official_v15_113,NNc1nnc(NN)c2ccccc12,0
official_v15_114,Nc1c2c(nc3ccccc13)CCCC2,0
official_v15_115,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0
official_v15_116,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,0
official_v15_117,N[C@@H]1C[C@H]1c1ccccc1,0
official_v15_118,CC(C)(Oc1ccc([C@@H]2CC2(Cl)Cl)cc1)C(=O)O,0
official_v15_119,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,1
official_v15_120,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,1
official_v15_121,CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,1
official_v15_122,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0
official_v15_123,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0
official_v15_124,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0
official_v15_125,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,0
official_v15_126,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0
official_v15_127,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0
official_v15_128,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1
official_v15_129,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0
official_v15_130,O=c1[nH]cc(F)c(=O)[nH]1,0
official_v15_131,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,0
official_v15_132,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1
official_v15_133,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,0
official_v15_134,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0
official_v15_135,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1
official_v15_136,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,0
official_v15_137,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,0
official_v15_138,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0
official_v15_139,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,0
official_v15_140,CC(C)(C)[C@@H](O)/C=C\c1ccc2c(c1)OCO2,0
official_v15_141,CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,0
official_v15_142,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0
official_v15_143,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0
official_v15_144,C[C@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,0
official_v15_145,NNC(=O)c1ccncc1,0
official_v15_146,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1
official_v15_147,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,0
official_v15_148,CN1CCCN=C1/C=C\c1cccs1,1
official_v15_149,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0
official_v15_150,CN1CCN(CCCCN2C(=O)CN(/N=C\c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,0
official_v15_151,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,0
official_v15_152,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,0
official_v15_153,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0
official_v15_154,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0
official_v15_155,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0
official_v15_156,CCCCc1ncc(/C=C(/Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0
official_v15_157,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,0
official_v15_158,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,0
official_v15_159,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0
official_v15_160,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0
official_v15_161,Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1,0
official_v15_162,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,0
official_v15_163,CCCN(CCC)CCc1cccc2c1CC(=O)N2,0
official_v15_164,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,0
official_v15_165,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,0
official_v15_166,NC(=O)C[S@H](=O)C(c1ccccc1)c1ccccc1,0
official_v15_167,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,0
official_v15_168,Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,1
official_v15_169,Cc1ccccc1[C@H](OCCN(C)C)c1ccccc1,0
official_v15_170,CN(C)CCOC(c1ccccc1)c1ccccc1,0
official_v15_171,c1ccc(C2(c3ccccc3)C[C@H]2C2=NCCN2)cc1,0
official_v15_172,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,0
official_v15_173,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0
official_v15_174,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1
official_v15_175,S=P(N1CC1)(N1CC1)N1CC1,0
official_v15_176,CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)OC(=O)CC,0
official_v15_177,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1OC(C)=O,0
official_v15_178,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0
official_v15_179,CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0
official_v15_180,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,0
official_v15_181,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0
official_v15_182,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0
official_v15_183,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0
official_v15_184,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0
official_v15_185,CC(C)Cn1cnc2c(N)nc3ccccc3c21,0
official_v15_186,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,0
official_v15_187,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0
official_v15_188,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0
official_v15_189,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0
official_v15_190,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0
official_v15_191,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,0
official_v15_192,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,0
official_v15_193,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1
official_v15_194,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,0
official_v15_195,CO/N=C\C1=CCCN(C)C1,0
official_v15_196,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,0
official_v15_197,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0
official_v15_198,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,0
official_v15_199,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0
official_v15_200,CCCCN(CCCC)CC[C@H](O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,0
official_v15_201,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,0
official_v15_202,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1
official_v15_203,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,0
official_v15_204,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,0
official_v15_205,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,0
official_v15_206,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0
official_v15_207,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,0
official_v15_208,CCC[C@@H]1C[C@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,0
official_v15_209,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,0
official_v15_210,COCc1c(C(C)C)nc(C(C)C)c(/C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0
official_v15_211,CCC[C@H]1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,0
official_v15_212,Cc1nc2c([nH]1)c(=O)n(C)c(=O)n2Cc1ccco1,0
official_v15_213,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,1
official_v15_214,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,0
official_v15_215,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0
official_v15_216,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1
official_v15_217,CN1[C@@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,0
official_v15_218,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,0
official_v15_219,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0
official_v15_220,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,0
official_v15_221,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,0
official_v15_222,CC1=C(/C=C\C(C)=C/C=C\C(C)=C/C(=O)O)C(C)(C)CCC1,0
official_v15_223,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0
official_v15_224,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0
official_v15_225,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0
official_v15_226,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0
official_v15_227,Cn1cc([S@H](C)=O)c(=O)c2ccc(F)cc21,0
official_v15_228,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,0
official_v15_229,Clc1cccc([C@H](c2ccc3nc[nH]c3c2)n2ccnc2)c1,0
official_v15_230,O=C(N[C@H](Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0
official_v15_231,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,0
official_v15_232,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,0
official_v15_233,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,0
official_v15_234,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1
official_v15_235,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,0
official_v15_236,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,1
official_v15_237,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C\C(=O)OC(C)(C)C,0
official_v15_238,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)[C@@H]1c1ccccc1[N+](=O)[O-],0
official_v15_239,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,0
official_v15_240,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0
official_v15_241,CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,0
official_v15_242,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,0
official_v15_243,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,0
official_v15_244,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,0
official_v15_245,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],0
official_v15_246,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,0
official_v15_247,CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CN(Cc2ccc(F)cc2)CCO1,0
official_v15_248,CN(C)CC(Oc1ccccc1)Oc1ccccc1,0
official_v15_249,Cc1c(-c2cnccn2)ssc1=S,0
official_v15_250,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,0
official_v15_251,N#Cc1ccc([C@H]2CCCc3cncn32)cc1,0
official_v15_252,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,0
official_v15_253,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,1
official_v15_254,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0
official_v15_255,Clc1ccc([C@@H](Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0
official_v15_256,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0
official_v15_257,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0
official_v15_258,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,0
official_v15_259,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0
official_v15_260,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
official_v15_261,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0
official_v15_262,C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0
official_v15_263,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0
